time;Short term adaptation of mixture formation bank 1: ---;Long term adaptation of mixture formation bank 1: ---;Engine speed: ---;Ignition timing adjustment cylinder 1: ---;Intake air temperature: ---;Absolute intake pressure: ---;Fuel Pressure: ---;Absolute load value: ---;Misfire sum counter: ---;Low fuel pressure, specified value: ---;Mixture adaptation factor at partial load: ---;Engine torque: ---;Air mass, specified value: ---
740435;0.0;-7.8;1215.0;-14.5;28.0;32.0;13040.0;29.4;0.0;5.73;-0.4;41.4;33.0
741248;0.0;0.0;1208.0;15.5;29.0;66.0;12510.0;45.1;0.0;5.73;-0.4;72.1;39.0
742023;-4.7;0.0;1209.0;14.0;29.0;80.0;15070.0;56.1;0.0;5.73;-0.4;95.1;51.0
742801;0.0;0.0;1199.0;8.5;29.0;92.0;17970.0;69.8;0.0;5.73;-0.4;152.7;82.0
743612;0.0;0.0;1176.0;2.0;28.0;103.0;19590.0;99.2;0.0;5.73;-0.4;191.1;121.0
744422;0.8;0.0;1696.0;4.5;27.0;107.0;20250.0;101.6;0.0;5.73;-0.4;207.9;158.0
745204;1.6;0.0;1744.0;2.0;25.0;130.0;21730.0;125.9;0.0;5.73;-0.4;266.8;262.0
746013;0.8;0.0;1944.0;0.0;25.0;165.0;22950.0;167.8;0.0;5.73;-0.4;377.2;457.0
746790;0.8;0.0;3229.0;-10.5;25.0;237.0;22940.0;215.7;0.0;5.73;-0.4;366.4;552.0
747570;1.6;0.0;4079.0;-8.5;24.0;227.0;22920.0;200.8;0.0;5.73;-0.4;347.9;596.0
748381;0.8;0.0;4504.0;-5.0;24.0;215.0;22860.0;198.0;0.0;5.73;-0.4;346.3;654.0
749163;0.0;0.0;4925.0;-2.5;25.0;218.0;23010.0;198.0;0.0;5.73;-0.4;342.7;711.0
749972;0.0;0.0;5324.0;-1.0;27.0;225.0;22830.0;200.0;0.0;5.509;-0.4;343.3;775.0
750751;-2.3;0.0;5799.0;-11.0;29.0;211.0;21490.0;190.2;0.0;5.305;-0.4;346.9;552.0
751533;0.0;0.0;4160.0;-7.0;32.0;224.0;22900.0;202.4;0.0;5.252;-0.4;345.1;578.0
752342;0.0;0.0;4346.0;-5.5;33.0;219.0;22960.0;198.4;0.0;5.148;-0.4;345.5;613.0
753127;0.0;0.0;4534.0;-5.5;35.0;226.0;22740.0;202.7;0.0;5.0;-0.4;347.3;644.0
753904;0.8;0.0;4718.0;-4.0;37.0;226.0;22820.0;202.0;0.0;5.0;-0.4;348.5;674.0
754747;0.8;0.0;4937.0;-5.5;39.0;74.0;20900.0;24.7;0.0;5.024;-0.4;-23.0;52.0
755553;0.0;0.0;4407.0;33.5;36.0;27.0;17900.0;15.3;0.0;5.73;-0.4;-23.4;43.0
756361;0.0;0.0;3679.0;32.5;35.0;25.0;18160.0;14.5;0.0;5.73;-0.4;-21.8;36.0
757173;0.0;0.0;3274.0;32.0;34.0;24.0;18350.0;14.9;0.0;5.73;-0.4;-18.9;33.0
757956;0.0;0.0;3100.0;40.0;34.0;24.0;18470.0;13.3;0.0;5.73;-0.4;-15.8;28.0
758732;0.0;0.0;2690.0;38.0;34.0;23.0;18580.0;13.3;0.0;5.73;-0.4;-14.4;23.0
759573;0.0;0.0;2278.0;36.5;34.0;23.0;18670.0;12.9;0.0;5.73;-0.4;-14.6;20.0
760355;0.0;0.0;2113.0;36.5;34.0;22.0;18760.0;12.9;0.0;5.73;-0.4;-14.6;19.0
761165;0.0;0.0;1967.0;35.0;34.0;22.0;18830.0;12.9;0.0;5.73;-0.4;20.7;36.0
761943;0.0;0.0;1611.0;0.5;34.0;57.0;16400.0;44.3;0.0;5.73;-0.41;95.2;57.0
762751;-0.8;0.0;1620.0;15.5;34.0;67.0;15540.0;42.4;0.0;5.73;-0.4;15.5;20.0
763533;-3.9;-2.3;1612.0;18.0;33.0;26.0;12830.0;14.5;0.0;5.73;-0.4;-11.2;15.0
764371;0.0;-4.7;1589.0;33.5;32.0;22.0;11710.0;12.2;0.0;5.73;-0.4;-14.8;14.0
765182;0.0;-6.3;1502.0;33.5;32.0;22.0;11960.0;12.2;0.0;5.73;-0.4;-15.4;14.0
765963;0.0;-7.0;1442.0;31.5;33.0;22.0;12150.0;12.9;0.0;5.73;-0.4;-16.8;13.0
766744;0.0;-10.2;1358.0;33.0;33.0;23.0;12310.0;13.3;0.0;5.73;-0.4;11.1;28.0
767556;0.0;-0.8;1375.0;0.5;33.0;56.0;11730.0;72.9;0.0;5.73;-0.41;164.5;227.0
768333;4.7;0.0;1899.0;9.5;33.0;110.0;16430.0;106.3;0.0;5.73;-0.4;196.6;176.0
769112;0.8;0.0;1898.0;2.0;31.0;85.0;19650.0;56.1;0.0;5.73;-0.4;92.6;95.0
769891;0.0;0.0;1920.0;8.0;29.0;108.0;20330.0;103.9;0.0;5.73;-0.4;230.2;250.0
770701;0.0;0.0;1889.0;3.0;29.0;145.0;22860.0;141.2;0.0;5.73;-0.4;300.2;265.0
771517;0.0;0.0;1933.0;-2.5;28.0;184.0;22970.0;178.8;0.0;5.73;-0.4;356.7;286.0
772324;0.8;0.0;1983.0;-4.0;28.0;216.0;22990.0;205.9;0.0;5.73;-0.4;409.5;448.0
773133;1.6;0.0;2916.0;-13.0;27.0;228.0;23000.0;210.2;0.0;5.73;-0.4;347.5;412.0
773943;3.9;0.0;3011.0;-4.0;26.0;207.0;22880.0;194.5;0.0;5.73;-0.4;331.4;333.0
774727;4.7;0.0;3086.0;5.0;26.0;160.0;22680.0;147.5;0.0;5.73;-0.41;172.1;118.0
775501;0.0;0.0;2148.0;14.0;25.0;82.0;20210.0;59.2;0.0;5.73;-0.41;114.5;90.0
776284;-1.6;0.0;2135.0;-7.0;25.0;75.0;17250.0;50.6;0.0;5.73;-0.4;95.8;61.0
777063;0.0;0.0;1643.0;13.5;25.0;37.0;16050.0;18.4;0.0;5.73;-0.4;23.4;38.0
777843;-7.0;0.0;1635.0;0.0;26.0;80.0;15350.0;85.1;0.0;5.73;-0.41;29.9;36.0
778626;0.0;0.0;2099.0;6.5;26.0;36.0;15060.0;33.7;0.0;5.73;-0.41;111.6;111.0
779464;0.0;0.0;2135.0;9.5;26.0;101.0;19970.0;96.5;0.0;5.73;-0.41;227.8;222.0
780273;-0.8;0.0;2141.0;-1.0;27.0;133.0;22100.0;67.8;0.0;5.73;-0.41;159.7;139.0
781082;0.0;0.0;2156.0;11.0;26.0;101.0;19930.0;88.6;0.0;5.73;-0.41;152.5;112.0
781864;-1.6;0.0;2127.0;14.5;25.0;88.0;19130.0;71.8;0.0;5.73;-0.41;143.3;109.0
782705;-1.6;0.0;2126.0;14.5;25.0;84.0;18770.0;58.0;0.0;5.73;-0.4;59.4;62.0
783513;-4.7;0.0;1711.0;-1.5;25.0;86.0;18560.0;60.8;0.0;5.73;-0.4;32.8;21.0
784295;-6.3;-3.9;1560.0;5.0;25.0;18.0;15990.0;13.7;0.0;5.73;-0.4;-13.6;15.0
785071;0.0;-5.5;1546.0;32.0;25.0;21.0;15780.0;12.9;0.0;5.73;-0.4;-14.8;14.0
785888;0.0;-6.3;1529.0;33.5;26.0;22.0;15920.0;12.2;0.0;5.73;-0.4;-14.9;14.0
786722;0.0;-6.3;1512.0;33.5;27.0;22.0;16020.0;12.5;0.0;5.73;-0.4;-15.1;14.0
787504;0.0;-6.3;1490.0;34.5;28.0;22.0;16110.0;12.5;0.0;5.73;-0.4;-15.3;14.0
788281;0.0;-6.3;1472.0;32.0;28.0;22.0;16190.0;12.5;0.0;5.73;-0.4;-15.5;14.0
789063;0.0;-7.0;1453.0;33.5;29.0;22.0;16260.0;13.3;0.0;5.73;-0.4;-15.8;14.0
789848;0.0;-8.6;1433.0;34.0;29.0;22.0;16320.0;12.5;0.0;5.73;-0.4;-16.2;13.0
790623;0.0;-8.6;1420.0;33.5;29.0;22.0;16360.0;13.3;0.0;5.73;-0.4;-16.3;13.0
791402;0.0;-8.6;1402.0;33.0;29.0;22.0;16420.0;12.5;0.0;5.73;-0.4;-16.7;13.0
792182;0.0;-9.4;1378.0;32.5;30.0;22.0;16460.0;12.9;0.0;5.73;-0.4;-17.9;13.0
792962;0.0;-10.2;1312.0;32.5;30.0;22.0;16510.0;13.3;0.0;5.73;-0.4;-19.8;12.0
793774;0.0;-13.3;1238.0;32.0;30.0;22.0;16550.0;12.9;0.0;5.73;-0.4;-21.2;11.0
794581;0.0;-7.8;1197.0;-13.5;31.0;36.0;15570.0;33.7;0.0;5.73;-0.4;68.3;52.0
795361;0.0;0.0;1260.0;2.0;31.0;94.0;16660.0;77.6;0.0;5.73;-0.41;116.1;59.0
796144;-0.8;0.0;1222.0;8.5;30.0;90.0;17740.0;54.5;0.0;5.73;-0.4;79.2;42.0
796921;-5.5;0.0;1227.0;14.0;29.0;77.0;15740.0;48.6;0.0;5.73;-0.4;79.6;43.0
797701;-5.5;0.0;1232.0;14.0;29.0;79.0;14970.0;47.8;0.0;5.73;-0.4;26.3;18.0
798512;-5.5;-10.2;1192.0;3.0;29.0;19.0;12970.0;13.3;0.0;5.73;-0.4;-15.4;11.0
799295;0.0;-13.3;1195.0;-16.0;28.0;20.0;12380.0;13.3;0.0;5.73;-0.4;-21.5;11.0
800102;0.0;-14.8;1168.0;32.0;29.0;23.0;12510.0;12.9;0.0;5.73;-0.4;-21.5;11.0
800886;0.0;-16.4;1123.0;31.0;29.0;23.0;12610.0;12.9;0.0;5.73;-0.4;-21.6;10.0
801661;0.0;-19.5;1072.0;31.5;29.0;23.0;12680.0;12.9;0.0;5.73;-0.38;-21.8;10.0
802446;0.0;-26.6;1015.0;31.5;30.0;24.0;12740.0;13.3;0.0;5.73;-0.36;-21.8;9.0
803223;0.0;-32.0;932.0;31.5;30.0;24.0;12620.0;15.3;0.0;5.73;-0.34;-1.2;10.0
804002;0.0;-18.0;992.0;14.5;30.0;23.0;11110.0;15.7;0.0;5.73;-0.37;0.7;10.0
804786;-7.8;-21.9;1000.0;19.5;30.0;22.0;9620.0;14.1;0.0;5.73;-0.4;-17.9;12.0
805596;0.0;-12.5;1272.0;30.5;31.0;22.0;9460.0;12.9;0.0;5.73;-0.4;-20.2;12.0
806373;0.0;-12.5;1232.0;-12.5;31.0;29.0;8590.0;26.7;0.0;5.73;-0.4;30.8;36.0
807152;0.0;0.0;1243.0;-5.0;31.0;90.0;11030.0;65.5;0.0;5.73;-0.41;105.4;49.0
807931;2.3;0.0;1251.0;11.5;31.0;82.0;14260.0;76.1;0.0;5.73;-0.4;62.3;34.0
808711;0.8;0.0;1271.0;-3.0;30.0;88.0;15950.0;62.0;0.0;5.73;-0.4;150.8;87.0
809522;0.0;0.0;1327.0;4.0;29.0;103.0;19580.0;98.4;0.0;5.73;-0.4;181.5;97.0
810331;-0.8;0.0;1369.0;2.5;28.0;107.0;20160.0;102.7;0.0;5.73;-0.4;186.7;101.0
811115;-0.8;0.0;1413.0;2.0;27.0;105.0;20140.0;102.7;0.0;5.73;-0.4;178.3;83.0
811953;-0.8;0.0;1451.0;12.5;26.0;87.0;18580.0;62.0;0.0;5.73;-0.41;124.8;71.0
812731;-5.5;0.0;1517.0;13.5;26.0;89.0;18900.0;67.1;0.0;5.73;-0.41;127.5;71.0
813514;-3.1;0.0;1541.0;15.0;25.0;89.0;18970.0;65.9;0.0;5.73;-0.41;120.5;58.0
814293;-1.6;0.0;1551.0;17.0;25.0;74.0;17440.0;51.0;0.0;5.73;-0.41;111.4;68.0
815103;0.0;0.0;1602.0;12.5;25.0;85.0;18180.0;60.0;0.0;5.73;-0.41;110.2;67.0
815943;0.8;0.0;1637.0;13.5;25.0;84.0;17980.0;58.8;0.0;5.73;-0.41;111.2;69.0
816812;0.8;0.0;1672.0;13.5;25.0;84.0;18020.0;58.4;0.0;5.73;-0.41;117.1;78.0
817623;0.0;0.0;1709.0;12.5;25.0;86.0;18500.0;75.7;0.0;5.73;-0.41;149.3;95.0
818434;0.8;0.0;1729.0;9.5;25.0;98.0;19800.0;92.2;0.0;5.73;-0.4;201.2;148.0
819213;2.3;0.0;1772.0;3.0;25.0;124.0;21700.0;119.6;0.0;5.73;-0.41;162.6;89.0
820021;0.8;0.0;1780.0;18.5;24.0;78.0;18800.0;39.6;0.0;5.73;-0.4;14.7;18.0
820806;-7.8;0.0;1762.0;9.0;23.0;19.0;15930.0;14.1;0.0;5.73;-0.4;-12.2;16.0
821581;0.0;-0.8;1737.0;32.0;24.0;22.0;15200.0;12.5;0.0;5.73;-0.4;-14.6;16.0
822364;0.0;-1.6;1700.0;35.0;25.0;22.0;15290.0;12.5;0.0;5.73;-0.4;-14.7;16.0
823143;0.0;-2.3;1660.0;35.0;26.0;22.0;15360.0;12.5;0.0;5.73;-0.4;-14.7;15.0
823958;0.0;-3.9;1592.0;33.5;26.0;21.0;15400.0;12.2;0.0;5.73;-0.4;-14.7;15.0
824764;0.0;-4.7;1573.0;34.0;27.0;22.0;15440.0;12.9;0.0;5.73;-0.4;-14.7;17.0
825574;0.0;-2.3;1531.0;0.5;28.0;31.0;13970.0;31.4;0.0;5.73;-0.41;102.8;85.0
826383;0.0;0.0;1623.0;6.0;28.0;100.0;16980.0;97.3;0.0;5.73;-0.4;202.1;154.0
827164;2.3;0.0;1669.0;2.0;28.0;127.0;21020.0;124.3;0.0;5.73;-0.4;251.8;158.0
827975;3.1;0.0;1754.0;2.0;26.0;138.0;22550.0;129.8;0.0;5.73;-0.4;198.7;124.0
828757;3.1;0.0;1820.0;8.0;25.0;97.0;20170.0;84.7;0.0;5.73;-0.41;168.2;110.0
829569;0.0;0.0;1864.0;11.0;24.0;94.0;19520.0;83.5;0.0;5.73;-0.41;152.3;105.0
830345;-0.8;0.0;1910.0;12.5;24.0;91.0;19300.0;74.5;0.0;5.73;-0.41;180.0;156.0
831158;0.0;0.0;1981.0;8.0;24.0;116.0;21090.0;101.2;0.0;5.73;-0.41;192.8;134.0
831935;-0.8;0.0;2015.0;11.5;23.0;95.0;19670.0;86.3;0.0;5.73;-0.41;172.0;125.0
832749;-0.8;0.0;2070.0;11.5;23.0;95.0;19560.0;85.5;0.0;5.73;-0.41;168.9;126.0
833552;-1.6;0.0;2110.0;-11.5;23.0;98.0;20080.0;94.1;0.0;5.73;-0.4;181.6;111.0
834332;-0.8;0.0;1493.0;2.0;23.0;106.0;20430.0;103.5;0.0;5.73;-0.4;197.7;116.0
835173;-0.8;0.0;1490.0;0.5;23.0;112.0;20480.0;111.4;0.0;5.73;-0.4;204.6;115.0
835954;-1.6;0.0;1515.0;5.5;23.0;109.0;20110.0;106.7;0.0;5.73;-0.4;201.7;116.0
836733;-1.6;0.0;1539.0;5.5;23.0;108.0;19960.0;105.5;0.0;5.73;-0.4;203.1;118.0
837512;-0.8;0.0;1568.0;6.5;23.0;104.0;19620.0;101.6;0.0;5.73;-0.4;195.8;115.0
838296;0.0;0.0;1579.0;6.5;22.0;105.0;19590.0;102.0;0.0;5.73;-0.4;195.7;115.0
839101;0.0;0.0;1602.0;6.5;22.0;105.0;19460.0;99.6;0.0;5.73;-0.4;190.3;113.0
839884;0.0;0.0;1613.0;4.0;22.0;103.0;20110.0;99.2;0.0;5.73;-0.4;191.1;115.0
840694;0.0;0.0;1628.0;3.5;22.0;104.0;20100.0;99.6;0.0;5.73;-0.41;188.9;115.0
841502;0.0;0.0;1657.0;4.5;22.0;103.0;20070.0;98.8;0.0;5.73;-0.41;190.7;116.0
842287;0.8;0.0;1671.0;5.0;22.0;103.0;20060.0;99.6;0.0;5.73;-0.4;192.8;116.0
843123;0.8;0.0;1677.0;5.5;22.0;102.0;20040.0;89.0;0.0;5.73;-0.41;163.0;103.0
843936;-0.8;0.0;1703.0;7.5;22.0;97.0;19780.0;88.6;0.0;5.73;-0.41;172.4;109.0
844711;0.0;0.0;1717.0;6.5;22.0;99.0;19830.0;91.8;0.0;5.73;-0.41;178.8;113.0
845523;0.0;0.0;1728.0;6.5;22.0;101.0;19930.0;94.9;0.0;5.73;-0.41;181.1;115.0
846393;0.0;0.0;1734.0;6.5;22.0;101.0;20000.0;94.1;0.0;5.73;-0.41;174.0;110.0
847172;0.0;0.0;1736.0;8.0;22.0;98.0;19860.0;91.0;0.0;5.73;-0.41;176.3;110.0
847954;0.0;0.0;1730.0;8.0;22.0;98.0;19760.0;89.4;0.0;5.73;-0.41;85.8;42.0
848731;-6.3;0.0;1757.0;2.5;22.0;64.0;17300.0;43.1;0.0;5.73;-0.4;89.7;62.0
849514;-6.3;0.0;1719.0;15.0;23.0;75.0;16890.0;51.0;0.0;5.73;-0.4;23.0;19.0
850322;-3.9;-2.3;1672.0;-2.5;23.0;19.0;14720.0;12.5;0.0;5.73;-0.4;-14.7;15.0
851101;0.0;-3.9;1606.0;33.5;23.0;22.0;14820.0;12.2;0.0;5.73;-0.4;-14.7;15.0
851880;0.0;-5.5;1536.0;32.5;24.0;22.0;14940.0;12.2;0.0;5.73;-0.4;6.4;27.0
852667;0.0;-1.6;1551.0;0.5;25.0;56.0;13210.0;47.5;0.0;5.73;-0.41;147.4;116.0
853440;2.3;0.0;1529.0;2.0;25.0;102.0;17560.0;104.7;0.0;5.73;-0.4;210.5;154.0
854221;0.0;0.0;1550.0;3.5;25.0;125.0;21330.0;125.9;0.0;5.73;-0.4;257.0;278.0
855067;0.8;0.0;2221.0;-5.0;24.0;166.0;22990.0;154.9;0.0;5.73;-0.4;254.5;185.0
855905;0.8;0.0;2224.0;-9.0;23.0;114.0;20990.0;116.5;0.0;5.73;-0.4;225.4;145.0
856715;0.8;0.0;1655.0;3.0;22.0;132.0;22360.0;130.2;0.0;5.73;-0.4;177.0;103.0
857525;0.0;0.0;1669.0;9.5;22.0;92.0;20410.0;78.4;0.0;5.73;-0.41;152.6;95.0
858304;-1.6;0.0;1691.0;11.0;22.0;91.0;19260.0;72.2;0.0;5.73;-0.41;141.6;90.0
859084;-0.8;0.0;1708.0;12.5;22.0;90.0;19270.0;73.7;0.0;5.73;-0.41;142.5;90.0
859893;0.0;0.0;1718.0;12.5;22.0;90.0;19280.0;72.2;0.0;5.73;-0.41;139.5;95.0
860702;0.0;0.0;1731.0;8.5;22.0;97.0;19740.0;88.6;0.0;5.73;-0.41;170.7;110.0
861481;2.3;0.0;1719.0;7.0;22.0;99.0;19950.0;92.2;0.0;5.73;-0.41;179.9;146.0
862262;1.6;0.0;1719.0;5.0;22.0;113.0;20730.0;110.6;0.0;5.73;-0.4;235.6;168.0
863045;1.6;0.0;1743.0;2.0;22.0;136.0;22440.0;129.0;0.0;5.73;-0.4;246.7;149.0
863825;2.3;0.0;1754.0;3.5;22.0;129.0;21750.0;121.6;0.0;5.73;-0.41;183.4;108.0
864601;0.8;0.0;1769.0;10.5;21.0;91.0;19350.0;76.1;0.0;5.73;-0.41;155.1;101.0
865381;0.0;0.0;1788.0;11.0;21.0;92.0;19400.0;80.4;0.0;5.73;-0.41;153.7;103.0
866167;0.0;0.0;1802.0;11.0;22.0;91.0;19420.0;78.8;0.0;5.73;-0.41;148.7;97.0
866941;0.0;0.0;1803.0;11.5;22.0;93.0;19490.0;91.0;0.0;5.73;-0.41;194.7;151.0
867756;0.8;0.0;1828.0;4.5;22.0;114.0;20610.0;100.0;0.0;5.73;-0.4;203.0;134.0
868562;0.0;0.0;1831.0;6.0;22.0;101.0;19700.0;76.1;0.0;5.73;-0.41;129.1;86.0
869341;-3.1;0.0;1843.0;15.0;22.0;88.0;19180.0;82.0;0.0;5.73;-0.41;172.7;113.0
870124;0.0;0.0;1845.0;11.0;22.0;93.0;19540.0;82.4;0.0;5.73;-0.41;163.1;111.0
870931;0.0;0.0;1866.0;11.0;22.0;94.0;19610.0;82.7;0.0;5.73;-0.41;150.3;101.0
871712;0.0;0.0;1878.0;13.0;22.0;90.0;19290.0;74.9;0.0;5.73;-0.41;150.8;107.0
872522;0.0;0.0;1871.0;-8.5;22.0;95.0;19790.0;88.6;0.0;5.73;-0.41;166.7;95.0
873304;-0.8;0.0;1449.0;3.5;22.0;98.0;19850.0;94.9;0.0;5.73;-0.4;181.2;108.0
874111;-2.3;0.0;1455.0;1.5;22.0;105.0;20300.0;104.3;0.0;5.73;-0.41;156.9;86.0
874894;-3.9;0.0;1471.0;5.0;22.0;96.0;19680.0;90.2;0.0;5.73;-0.41;158.1;83.0
875679;-5.5;0.0;1473.0;9.5;22.0;91.0;18910.0;70.2;0.0;5.73;-0.41;145.6;86.0
876453;-6.3;0.0;1494.0;9.0;22.0;94.0;19380.0;83.5;0.0;5.73;-0.41;162.8;99.0
877232;-3.9;0.0;1503.0;3.5;22.0;100.0;20000.0;98.4;0.0;5.73;-0.4;189.5;108.0
878069;-2.3;0.0;1502.0;1.5;22.0;106.0;20440.0;105.1;0.0;5.73;-0.4;203.9;205.0
878850;-2.3;0.0;1836.0;3.5;22.0;123.0;21790.0;127.5;0.0;5.73;-0.4;278.5;194.0
879631;-1.6;0.0;1971.0;1.5;22.0;145.0;22970.0;134.9;0.0;5.73;-0.4;229.6;138.0
880443;0.0;0.0;1993.0;9.5;21.0;102.0;20340.0;100.4;0.0;5.73;-0.4;199.2;140.0
881231;-2.3;0.0;2008.0;8.5;21.0;108.0;20290.0;102.7;0.0;5.73;-0.4;208.1;166.0
882002;-1.6;0.0;2023.0;6.5;21.0;120.0;21260.0;116.9;0.0;5.73;-0.4;265.7;191.0
882784;-2.3;0.0;2034.0;4.5;21.0;133.0;22070.0;123.9;0.0;5.73;-0.4;247.6;193.0
883562;-0.8;0.0;2040.0;5.0;21.0;133.0;22160.0;124.7;0.0;5.73;-0.4;253.5;190.0
884342;0.0;0.0;2061.0;5.0;21.0;134.0;22240.0;126.3;0.0;5.73;-0.4;254.7;189.0
885121;0.0;0.0;2077.0;4.5;21.0;134.0;22230.0;125.9;0.0;5.73;-0.4;254.9;193.0
885932;0.0;0.0;2082.0;5.0;21.0;134.0;22280.0;127.1;0.0;5.73;-0.4;254.7;183.0
886773;0.0;0.0;2090.0;5.0;21.0;133.0;22130.0;125.1;0.0;5.73;-0.4;252.0;180.0
887554;0.0;0.0;2095.0;5.5;21.0;130.0;21850.0;121.6;0.0;5.73;-0.4;240.7;169.0
888334;0.0;0.0;2100.0;5.5;21.0;123.0;21220.0;111.4;0.0;5.73;-0.41;211.4;158.0
889115;-2.3;0.0;2103.0;8.0;21.0;111.0;20550.0;105.5;0.0;5.73;-0.41;211.2;158.0
889892;-2.3;0.0;2104.0;8.0;21.0;111.0;20490.0;105.1;0.0;5.73;-0.41;208.9;161.0
890673;-2.3;0.0;2110.0;8.0;21.0;112.0;20540.0;105.9;0.0;5.73;-0.41;208.1;156.0
891483;-2.3;0.0;2113.0;8.5;21.0;105.0;20030.0;99.6;0.0;5.73;-0.41;200.5;150.0
892294;-3.1;0.0;2116.0;9.5;21.0;106.0;20160.0;100.4;0.0;5.73;-0.41;201.4;152.0
893073;-3.1;0.0;2125.0;9.5;21.0;106.0;20170.0;98.8;0.0;5.73;-0.41;197.6;147.0
893917;-3.9;0.0;2129.0;9.5;21.0;105.0;20130.0;98.4;0.0;5.73;-0.41;205.5;195.0
894693;-3.1;0.0;2154.0;5.5;21.0;125.0;21680.0;118.0;0.0;5.73;-0.41;215.0;164.0
895475;-3.1;0.0;2149.0;8.0;22.0;113.0;20660.0;107.1;0.0;5.73;-0.41;211.6;162.0
896283;-2.3;0.0;2170.0;8.5;21.0;111.0;20600.0;109.4;0.0;5.73;-0.4;259.0;219.0
897063;-2.3;0.0;2208.0;3.5;22.0;141.0;22930.0;132.2;0.0;5.73;-0.4;262.3;219.0
897936;0.0;0.0;2234.0;3.5;22.0;147.0;22900.0;156.5;0.0;5.73;-0.4;310.5;262.0
898743;0.0;0.0;2274.0;0.5;22.0;170.0;22980.0;177.6;0.0;5.73;-0.4;318.0;233.0
899560;0.8;0.0;2314.0;3.0;22.0;146.0;22850.0;135.3;0.0;5.73;-0.4;292.1;316.0
900364;-0.8;0.0;2378.0;-1.0;22.0;185.0;22960.0;175.7;0.0;5.73;-0.4;342.5;328.0
901202;0.8;0.0;2435.0;-1.0;22.0;191.0;22940.0;182.4;0.0;5.73;-0.4;345.8;331.0
902046;1.6;0.0;2494.0;-1.0;22.0;193.0;22960.0;186.3;0.0;5.73;-0.4;353.2;338.0
902943;1.6;0.0;2554.0;-1.0;22.0;194.0;22840.0;185.9;0.0;5.73;-0.4;352.4;339.0
903754;2.3;0.0;2624.0;0.0;23.0;195.0;22920.0;202.0;0.0;5.73;-0.4;373.6;387.0
904565;2.3;0.0;2691.0;-2.5;23.0;210.0;22940.0;202.4;0.0;5.73;-0.4;375.4;395.0
905402;2.3;0.0;2751.0;-2.5;24.0;213.0;23030.0;197.6;0.0;5.73;-0.4;358.0;368.0
906187;3.1;0.0;2792.0;0.0;24.0;197.0;22950.0;187.5;0.0;5.73;-0.4;295.4;183.0
906963;1.6;0.0;2759.0;-2.5;24.0;28.0;20100.0;14.1;0.0;5.73;-0.4;-12.9;26.0
907803;0.0;0.0;2543.0;38.5;22.0;23.0;18470.0;13.3;0.0;5.73;-0.4;-14.5;22.0
908613;0.0;0.0;2180.0;36.0;23.0;22.0;18630.0;12.5;0.0;5.73;-0.4;-14.7;18.0
909392;0.0;0.0;1873.0;34.5;24.0;22.0;18710.0;12.5;0.0;5.73;-0.4;-14.7;17.0
910233;0.0;0.0;1760.0;34.0;24.0;22.0;18780.0;12.5;0.0;5.73;-0.4;-14.7;16.0
911045;0.0;-2.3;1659.0;35.0;25.0;21.0;18820.0;12.9;0.0;5.73;-0.4;-14.7;15.0
911885;0.0;-4.7;1566.0;33.5;26.0;22.0;18850.0;12.5;0.0;5.73;-0.4;-14.8;14.0
912752;0.0;-6.3;1506.0;33.5;26.0;22.0;18870.0;12.5;0.0;5.73;-0.4;-15.4;14.0
913532;0.0;-7.0;1451.0;32.5;27.0;22.0;18880.0;12.5;0.0;5.73;-0.4;-16.1;13.0
914342;0.0;-8.6;1421.0;32.0;27.0;22.0;18890.0;12.5;0.0;5.73;-0.4;-16.8;13.0
915152;0.0;-9.4;1373.0;32.5;27.0;22.0;18890.0;12.9;0.0;5.73;-0.4;-17.8;13.0
915932;0.0;-10.2;1320.0;32.5;27.0;22.0;18870.0;12.9;0.0;5.73;-0.4;-18.8;12.0
916717;0.0;-11.7;1284.0;32.5;28.0;22.0;18860.0;12.5;0.0;5.73;-0.4;-19.4;12.0
917522;0.0;-12.5;1272.0;32.0;28.0;22.0;18840.0;12.5;0.0;5.73;-0.4;-19.8;12.0
918330;0.0;-12.5;1258.0;32.0;28.0;22.0;18830.0;12.9;0.0;5.73;-0.4;-20.1;12.0
919146;0.0;-13.3;1231.0;31.5;28.0;22.0;18810.0;12.5;0.0;5.73;-0.4;-21.5;11.0
919978;0.0;-14.8;1137.0;31.0;29.0;23.0;18780.0;12.5;0.0;5.73;-0.39;-21.7;10.0
920765;0.0;-24.2;1038.0;31.5;29.0;23.0;18760.0;12.5;0.0;5.73;-0.37;-21.9;9.0
921570;0.0;-32.0;911.0;-10.0;29.0;22.0;18260.0;12.5;0.0;5.73;-0.36;3.2;11.0
922380;0.0;-16.4;1085.0;15.0;29.0;21.0;17020.0;12.9;0.0;5.73;-0.39;-21.5;10.0
923192;0.0;-27.3;966.0;31.5;29.0;23.0;17000.0;12.2;0.0;5.73;-0.36;-21.8;9.0
923973;0.0;-25.8;1045.0;32.5;29.0;23.0;17070.0;12.9;0.0;5.73;-0.39;-21.8;9.0
924814;0.0;-30.5;987.0;32.5;29.0;24.0;17120.0;12.5;0.0;5.73;-0.38;-21.7;11.0
925595;0.0;-11.7;1171.0;20.5;29.0;40.0;16350.0;24.7;0.0;5.73;-0.4;28.3;28.0
926461;0.0;-0.8;1314.0;17.0;29.0;57.0;14050.0;38.8;0.0;5.73;-0.4;93.0;55.0
