time;Short term adaptation of mixture formation bank 1: ---;Long term adaptation of mixture formation bank 1: ---;Engine speed: ---;Ignition timing adjustment cylinder 1: ---;Intake air temperature: ---;Absolute intake pressure: ---;Fuel Pressure: ---;Absolute load value: ---;Misfire sum counter: ---;Low fuel pressure, specified value: ---;Mixture adaptation factor at partial load: ---;Engine torque: ---;Air mass, specified value: ---
368132;0.0;0.0;1766.0;-2.5;21.0;159.0;22970.0;157.3;0.0;5.73;-0.4;311.5;262.0
368917;0.0;0.0;1851.0;-3.0;21.0;190.0;22940.0;187.1;0.0;5.73;-0.4;346.7;229.0
369727;0.0;0.0;1930.0;-4.0;22.0;154.0;22290.0;83.5;0.0;5.73;-0.41;113.5;73.0
370504;-2.3;0.0;1953.0;15.5;20.0;74.0;19380.0;52.5;0.0;5.73;-0.4;38.5;28.0
371342;-7.0;0.0;1925.0;13.5;19.0;20.0;16080.0;13.3;0.0;5.73;-0.4;-13.6;17.0
372164;0.0;0.0;1887.0;34.5;19.0;22.0;15150.0;12.5;0.0;5.73;-0.4;-17.3;17.0
372961;0.0;0.0;1845.0;34.0;20.0;21.0;14960.0;20.8;0.0;5.73;-0.4;29.0;50.0
373802;0.0;0.0;1843.0;-1.0;21.0;95.0;15230.0;88.2;0.0;5.73;-0.4;194.7;199.0
374642;0.0;0.0;1895.0;4.5;21.0;128.0;20520.0;125.5;0.0;5.73;-0.4;275.6;262.0
375452;-0.8;0.0;1971.0;-1.0;22.0;169.0;23000.0;171.4;0.0;5.73;-0.4;339.3;239.0
376261;0.0;0.0;2061.0;-1.0;22.0;164.0;22900.0;151.8;0.0;5.73;-0.4;313.4;301.0
377070;0.0;0.0;2167.0;-2.5;22.0;201.0;22980.0;188.2;0.0;5.73;-0.4;322.9;204.0
377882;1.6;0.0;2209.0;6.0;22.0;85.0;21420.0;38.8;0.0;5.73;-0.4;14.8;24.0
378722;-3.1;0.0;2244.0;6.5;20.0;19.0;17540.0;13.3;0.0;5.73;-0.4;-17.1;21.0
379503;0.0;0.0;2211.0;-3.0;20.0;20.0;16010.0;16.1;0.0;5.73;-0.4;4.7;21.0
380285;0.0;0.0;2206.0;28.5;20.0;19.0;12370.0;13.3;0.0;5.73;-0.4;-11.5;18.0
381064;0.0;0.0;1902.0;35.0;21.0;22.0;10710.0;13.7;0.0;5.73;-0.4;34.5;51.0
381934;0.0;0.0;1513.0;9.5;22.0;96.0;12670.0;90.2;0.0;5.73;-0.41;107.6;61.0
382745;-0.8;0.0;1516.0;14.0;22.0;70.0;15630.0;22.4;0.0;5.73;-0.4;2.2;14.0
383520;-3.9;-7.8;1451.0;-16.0;21.0;20.0;13630.0;13.3;0.0;5.73;-0.4;20.5;34.0
384331;0.0;0.0;1513.0;1.5;21.0;82.0;13200.0;74.5;0.0;5.73;-0.41;171.7;119.0
385111;0.8;0.0;1506.0;12.0;22.0;81.0;17330.0;51.0;0.0;5.73;-0.41;118.9;93.0
385922;-0.8;0.0;1570.0;2.5;22.0;83.0;18600.0;54.1;0.0;5.73;-0.4;68.2;31.0
386699;-5.5;-2.3;1508.0;3.5;21.0;25.0;16160.0;13.7;0.0;5.73;-0.4;39.6;49.0
387512;-10.9;0.0;1502.0;-5.5;21.0;94.0;16760.0;83.5;0.0;5.73;-0.4;177.4;84.0
388327;-1.6;0.0;1485.0;19.5;21.0;76.0;17900.0;45.1;0.0;5.73;-0.4;67.3;28.0
389136;-5.5;-3.9;1470.0;12.5;21.0;36.0;15610.0;30.6;0.0;5.73;-0.4;81.8;55.0
389910;-9.4;0.0;1484.0;13.5;21.0;81.0;17150.0;50.2;0.0;5.73;-0.4;76.3;51.0
390691;-4.7;0.0;1513.0;8.0;21.0;96.0;17700.0;90.2;0.0;5.73;-0.4;172.0;142.0
391504;-1.6;0.0;1457.0;4.5;21.0;103.0;20330.0;103.1;0.0;5.73;-0.4;138.8;59.0
392281;-4.7;0.0;1506.0;2.0;21.0;106.0;20220.0;103.5;0.0;5.73;-0.41;158.0;115.0
393094;-1.6;0.0;2129.0;2.0;21.0;60.0;17760.0;23.1;0.0;5.73;-0.4;77.5;94.0
393870;-0.8;0.0;2148.0;10.0;20.0;98.0;19710.0;78.8;0.0;5.73;-0.41;110.6;76.0
394741;-2.3;0.0;2160.0;10.0;20.0;99.0;20070.0;94.5;0.0;5.73;-0.41;138.5;91.0
395550;-1.6;0.0;2167.0;17.0;20.0;69.0;17510.0;43.1;0.0;5.73;-0.41;117.5;128.0
396331;0.0;0.0;2265.0;9.5;20.0;102.0;20360.0;100.8;0.0;5.73;-0.41;137.2;105.0
397168;-0.8;0.0;2239.0;11.0;20.0;102.0;20250.0;99.6;0.0;5.73;-0.41;192.7;132.0
397983;-0.8;0.0;2267.0;15.0;20.0;84.0;18500.0;54.9;0.0;5.73;-0.4;92.0;78.0
398762;-1.6;0.0;1897.0;-9.0;20.0;82.0;18110.0;60.4;0.0;5.73;-0.41;108.2;75.0
399542;0.0;0.0;1628.0;9.0;20.0;98.0;20130.0;97.3;0.0;5.73;-0.4;191.6;178.0
400381;0.0;0.0;1613.0;4.5;21.0;120.0;21550.0;122.4;0.0;5.73;-0.4;228.3;132.0
401191;0.8;0.0;1629.0;7.0;21.0;88.0;20440.0;65.9;0.0;5.73;-0.41;123.7;57.0
402003;-2.3;0.0;1632.0;-1.0;20.0;26.0;17680.0;12.9;0.0;5.73;-0.4;-14.8;15.0
402780;0.0;-4.7;1595.0;34.0;19.0;21.0;17240.0;12.2;0.0;5.73;-0.4;-16.9;15.0
403685;0.0;-4.7;1580.0;34.0;20.0;22.0;17260.0;12.5;0.0;5.73;-0.4;17.0;20.0
404491;0.0;-3.1;1598.0;18.0;20.0;19.0;14510.0;12.5;0.0;5.73;-0.4;-14.6;15.0
405271;0.0;-4.7;1575.0;32.5;21.0;21.0;14000.0;12.9;0.0;5.73;-0.4;-16.9;15.0
406084;0.0;-5.5;1535.0;32.0;21.0;22.0;14090.0;12.9;0.0;5.73;-0.4;-17.0;14.0
406863;0.0;-6.3;1525.0;32.0;22.0;27.0;13580.0;24.7;0.0;5.73;-0.4;46.7;52.0
407674;0.0;0.0;1684.0;8.0;22.0;96.0;15270.0;92.2;0.0;5.73;-0.41;207.2;306.0
408452;0.0;0.0;2321.0;5.0;23.0;139.0;21460.0;152.9;0.0;5.73;-0.4;340.4;344.0
409262;0.0;0.0;2448.0;-4.0;23.0;219.0;23010.0;207.8;0.0;5.73;-0.4;358.2;275.0
410042;3.1;0.0;2572.0;-7.0;22.0;135.0;21900.0;51.8;0.0;5.73;-0.4;8.8;24.0
410882;-4.7;0.0;2515.0;-8.0;20.0;22.0;18770.0;13.7;0.0;5.73;-0.4;-16.5;22.0
411664;0.0;0.0;2201.0;36.0;20.0;22.0;18790.0;12.5;0.0;5.73;-0.4;-16.7;18.0
412472;0.0;0.0;1885.0;-4.5;20.0;25.0;17550.0;25.1;0.0;5.73;-0.4;67.1;71.0
413251;0.0;0.0;1821.0;7.5;21.0;98.0;18860.0;96.1;0.0;5.73;-0.4;200.0;121.0
414094;0.0;0.0;1809.0;5.5;22.0;112.0;20660.0;109.8;0.0;5.73;-0.4;205.0;154.0
414871;0.0;0.0;1837.0;2.0;22.0;133.0;22260.0;132.9;0.0;5.73;-0.4;319.2;347.0
415651;0.0;0.0;2696.0;-6.5;22.0;203.0;22980.0;186.3;0.0;5.73;-0.4;324.9;302.0
416520;2.3;0.0;2330.0;-11.5;22.0;199.0;22940.0;196.5;0.0;5.73;-0.4;363.1;294.0
417304;1.6;0.0;1994.0;-4.5;22.0;215.0;22980.0;204.7;0.0;5.73;-0.4;377.2;298.0
418086;0.8;0.0;2022.0;-5.5;22.0;220.0;22960.0;209.8;0.0;5.73;-0.4;378.2;298.0
418896;1.6;0.0;2070.0;-4.0;23.0;201.0;22910.0;186.3;0.0;5.73;-0.4;366.1;304.0
419676;0.8;0.0;2113.0;-4.0;23.0;212.0;22960.0;205.9;0.0;5.73;-0.4;378.8;316.0
420510;1.6;0.0;2162.0;-4.0;23.0;212.0;22900.0;188.2;0.0;5.73;-0.4;373.8;319.0
421296;0.8;0.0;2202.0;-8.5;24.0;198.0;22980.0;175.3;0.0;5.73;-0.4;234.4;155.0
422102;1.6;0.0;2211.0;11.0;23.0;94.0;20890.0;87.8;0.0;5.73;-0.41;156.8;104.0
422884;-0.8;0.0;1693.0;-7.0;22.0;43.0;18170.0;18.4;0.0;5.73;-0.4;-6.9;15.0
423663;0.0;-3.1;1651.0;-12.5;21.0;21.0;16660.0;12.2;0.0;5.73;-0.4;-16.4;15.0
424441;0.0;-4.7;1593.0;33.5;21.0;21.0;16800.0;12.5;0.0;5.73;-0.4;-16.5;15.0
425221;0.0;-5.5;1539.0;35.0;22.0;22.0;16910.0;12.2;0.0;5.73;-0.4;-16.8;14.0
426000;0.0;-6.3;1478.0;33.5;22.0;22.0;16980.0;12.5;0.0;5.73;-0.4;-17.3;14.0
426780;0.0;-7.8;1434.0;32.5;22.0;22.0;17050.0;12.5;0.0;5.73;-0.4;-18.2;13.0
427561;0.0;-9.4;1387.0;32.0;23.0;22.0;17100.0;12.5;0.0;5.73;-0.4;-19.1;13.0
428343;0.0;-10.2;1343.0;32.0;23.0;22.0;17150.0;12.9;0.0;5.73;-0.4;-20.3;12.0
429127;0.0;-10.9;1290.0;31.5;23.0;22.0;17180.0;12.5;0.0;5.73;-0.4;-21.3;12.0
429932;0.0;-12.5;1251.0;32.0;23.0;22.0;17220.0;13.3;0.0;5.73;-0.4;26.5;38.0
430742;0.0;0.0;1595.0;8.0;24.0;95.0;17780.0;92.5;0.0;5.73;-0.41;205.9;333.0
431552;0.0;0.0;2395.0;5.0;24.0;148.0;22990.0;163.1;0.0;5.73;-0.4;361.1;366.0
432361;0.8;0.0;2503.0;-5.0;25.0;226.0;23020.0;216.5;0.0;5.73;-0.4;383.9;391.0
433211;3.9;0.0;2616.0;-5.0;24.0;225.0;22920.0;211.8;0.0;5.73;-0.4;381.0;406.0
434010;4.7;0.0;2758.0;-4.5;24.0;223.0;22930.0;211.8;0.0;5.73;-0.4;385.1;423.0
434791;4.7;0.0;2864.0;-4.0;24.0;223.0;22880.0;210.6;0.0;5.73;-0.4;398.3;437.0
435636;4.7;0.0;2971.0;-2.5;25.0;217.0;22980.0;203.9;0.0;5.73;-0.4;371.3;422.0
436441;4.7;0.0;3090.0;-1.0;25.0;207.0;22990.0;194.5;0.0;5.73;-0.4;365.0;424.0
437222;3.9;0.0;3197.0;0.0;26.0;203.0;22720.0;192.2;0.0;5.73;-0.4;354.6;422.0
438031;3.1;0.0;3281.0;1.0;27.0;196.0;23160.0;183.5;0.0;5.73;-0.4;359.3;362.0
438810;2.3;0.0;2317.0;-6.0;28.0;210.0;22940.0;200.0;0.0;5.73;-0.4;349.2;350.0
439626;2.3;0.0;2362.0;-7.0;28.0;217.0;22860.0;207.5;0.0;5.73;-0.4;354.9;357.0
440434;2.3;0.0;2385.0;-9.5;29.0;225.0;22910.0;214.5;0.0;5.73;-0.4;351.5;355.0
441213;3.1;0.0;2428.0;-5.5;29.0;211.0;22850.0;198.4;0.0;5.73;-0.4;352.3;339.0
441991;3.1;0.0;2461.0;-1.5;29.0;201.0;22910.0;189.8;0.0;5.73;-0.4;350.3;276.0
442771;3.1;0.0;2460.0;-3.5;29.0;56.0;20870.0;20.8;0.0;5.73;-0.4;-6.8;22.0
443580;0.0;0.0;2244.0;-8.0;27.0;22.0;18600.0;12.9;0.0;5.73;-0.4;-15.9;19.0
444361;0.0;0.0;1980.0;35.0;26.0;22.0;18720.0;12.5;0.0;5.73;-0.4;-15.9;17.0
445144;0.0;-0.8;1764.0;34.0;26.0;22.0;18790.0;12.5;0.0;5.73;-0.4;-15.8;16.0
445936;0.0;-2.3;1686.0;33.5;26.0;22.0;18820.0;12.5;0.0;5.73;-0.4;-15.8;15.0
446820;0.0;-3.1;1604.0;33.5;27.0;22.0;18820.0;12.5;0.0;5.73;-0.4;-16.1;14.0
447603;0.0;-6.3;1495.0;33.5;27.0;22.0;18830.0;12.5;0.0;5.73;-0.4;-16.6;14.0
448473;0.0;-7.0;1430.0;33.0;27.0;22.0;18820.0;12.5;0.0;5.73;-0.4;-18.1;13.0
449312;0.0;-10.2;1359.0;32.0;27.0;22.0;18810.0;12.9;0.0;5.73;-0.4;-19.7;12.0
450093;0.0;-10.9;1290.0;32.0;27.0;22.0;18780.0;12.9;0.0;5.73;-0.4;-21.6;12.0
450903;0.0;-13.3;1214.0;31.5;27.0;22.0;18760.0;12.5;0.0;5.73;-0.4;-22.6;11.0
451683;0.0;-14.8;1145.0;32.0;27.0;22.0;18720.0;12.9;0.0;5.73;-0.4;-22.7;10.0
452522;0.0;-18.0;1093.0;32.0;27.0;23.0;18690.0;12.9;0.0;5.73;-0.39;-22.8;10.0
453304;0.0;-24.2;1041.0;32.5;27.0;23.0;18660.0;12.5;0.0;5.73;-0.36;-22.9;9.0
454145;0.0;-30.5;967.0;32.0;27.0;23.0;18600.0;14.1;0.0;5.73;-0.37;2.6;12.0
454982;0.0;-14.1;1064.0;26.5;27.0;21.0;17010.0;13.7;0.0;5.73;-0.4;-7.0;11.0
455792;0.0;-10.9;1199.0;24.5;27.0;23.0;15480.0;19.2;0.0;5.73;-0.4;22.5;22.0
456605;0.0;-3.9;1213.0;16.0;27.0;37.0;13270.0;27.1;0.0;5.73;-0.4;30.4;24.0
457411;-2.3;-3.1;1218.0;16.0;27.0;36.0;11330.0;26.3;0.0;5.73;-0.4;21.4;20.0
458220;-4.7;-6.3;1222.0;18.5;27.0;27.0;9350.0;21.6;0.0;5.73;-0.4;15.3;18.0
459065;-6.3;-7.8;1210.0;21.0;27.0;26.0;7250.0;20.8;0.0;5.73;-0.4;12.0;17.0
459870;-9.4;-10.9;1207.0;22.0;27.0;24.0;5680.0;18.8;0.0;5.73;-0.4;10.9;16.0
460682;-14.1;-12.5;1205.0;22.5;27.0;23.0;5650.0;18.0;0.0;5.73;-0.4;10.4;16.0
461582;-16.4;-13.3;1209.0;23.0;27.0;24.0;5740.0;18.0;0.0;5.73;-0.4;9.9;16.0
462424;-15.6;-14.1;1203.0;22.5;27.0;22.0;5710.0;19.2;0.0;5.73;-0.4;9.5;16.0
463265;-13.3;-14.1;1200.0;23.0;27.0;23.0;5730.0;18.8;0.0;5.73;-0.4;9.8;15.0
464041;-11.7;-12.5;1199.0;22.0;27.0;24.0;5780.0;19.2;0.0;5.73;-0.4;13.6;18.0
464860;-9.4;-10.2;1201.0;21.0;27.0;27.0;6090.0;21.6;0.0;5.73;-0.4;18.3;20.0
465630;-7.0;-8.6;1212.0;19.5;27.0;29.0;6640.0;24.3;0.0;5.73;-0.4;23.9;22.0
466410;-5.5;-8.6;1209.0;18.5;28.0;35.0;7650.0;27.5;0.0;5.73;-0.4;30.1;24.0
467194;-4.7;-5.5;1213.0;18.5;27.0;37.0;7770.0;27.8;0.0;5.73;-0.4;30.8;24.0
468000;-3.1;-4.7;1217.0;18.5;27.0;37.0;7960.0;29.4;0.0;5.73;-0.4;31.1;25.0
468812;-3.1;-3.9;1221.0;18.5;27.0;38.0;7950.0;28.2;0.0;5.73;-0.4;30.6;25.0
469621;-2.3;-3.9;1218.0;18.5;27.0;38.0;8020.0;28.6;0.0;5.73;-0.4;33.6;36.0
470435;-2.3;0.0;1217.0;-0.5;27.0;82.0;10010.0;72.9;0.0;5.73;-0.4;72.3;35.0
471212;0.0;0.0;1214.0;16.0;27.0;58.0;11290.0;34.1;0.0;5.73;-0.4;42.5;27.0
472020;-1.6;-2.3;1245.0;19.0;27.0;35.0;9030.0;23.9;0.0;5.73;-0.4;11.5;15.0
472864;-4.7;-11.7;1226.0;26.0;26.0;20.0;7200.0;25.5;0.0;5.73;-0.4;38.2;40.0
473701;-2.3;0.0;1419.0;10.0;27.0;95.0;11090.0;89.0;0.0;5.73;-0.41;187.3;199.0
474541;0.8;0.0;1883.0;4.5;26.0;126.0;16340.0;123.1;0.0;5.73;-0.4;269.8;268.0
475409;0.0;0.0;1977.0;-1.0;26.0;168.0;21610.0;168.2;0.0;5.73;-0.4;345.6;299.0
476194;0.8;0.0;2121.0;-4.0;25.0;214.0;23000.0;202.0;0.0;5.73;-0.4;353.8;260.0
476976;3.1;0.0;2219.0;-0.5;24.0;169.0;22860.0;156.5;0.0;5.73;-0.4;312.9;298.0
477788;1.6;0.0;2328.0;-1.0;23.0;189.0;22930.0;176.1;0.0;5.73;-0.4;324.9;245.0
478652;2.3;0.0;2427.0;3.5;23.0;147.0;22780.0;132.2;0.0;5.73;-0.41;138.3;134.0
479461;0.0;0.0;2104.0;-15.0;22.0;94.0;20250.0;106.3;0.0;5.73;-0.4;235.8;164.0
480273;-0.8;0.0;1816.0;5.5;22.0;102.0;20780.0;99.2;0.0;5.73;-0.41;191.8;122.0
481115;0.0;0.0;1747.0;5.5;22.0;105.0;20020.0;98.0;0.0;5.73;-0.41;189.2;122.0
481923;0.0;0.0;1759.0;5.0;22.0;81.0;19080.0;44.7;0.0;5.73;-0.4;13.6;16.0
482765;-6.3;-3.1;1663.0;-12.5;22.0;19.0;16280.0;14.1;0.0;5.73;-0.4;-8.3;16.0
483570;0.0;-1.6;1701.0;-16.5;22.0;19.0;14100.0;12.9;0.0;5.73;-0.4;-15.4;16.0
484381;0.0;-2.3;1661.0;-5.5;23.0;27.0;13150.0;25.1;0.0;5.73;-0.4;68.7;67.0
485170;0.0;0.0;1702.0;10.0;24.0;98.0;15530.0;93.7;0.0;5.73;-0.4;195.3;192.0
485945;1.6;0.0;1685.0;2.0;24.0;121.0;20080.0;123.1;0.0;5.73;-0.4;254.5;225.0
486755;0.8;0.0;1715.0;-1.0;24.0;151.0;23040.0;151.8;0.0;5.73;-0.4;301.1;250.0
487537;1.6;0.0;1747.0;-3.5;24.0;179.0;23020.0;176.5;0.0;5.73;-0.4;339.7;241.0
488314;0.8;0.0;1799.0;-4.0;24.0;195.0;23030.0;183.5;0.0;5.73;-0.4;314.4;207.0
489120;1.6;0.0;1818.0;-2.5;24.0;165.0;22860.0;155.3;0.0;5.73;-0.4;273.3;127.0
489930;1.6;0.0;1848.0;10.0;23.0;93.0;21170.0;83.5;0.0;5.73;-0.41;166.3;112.0
490713;0.0;0.0;1876.0;11.0;22.0;94.0;19590.0;85.1;0.0;5.73;-0.41;164.9;113.0
491524;-0.8;0.0;1896.0;11.0;22.0;94.0;19590.0;76.5;0.0;5.73;-0.4;94.1;70.0
492361;-8.6;0.0;1927.0;15.0;22.0;80.0;17600.0;40.8;0.0;5.73;-0.4;15.0;18.0
493141;-8.6;0.0;1830.0;-12.0;22.0;19.0;15110.0;11.8;0.0;5.73;-0.4;-15.2;17.0
493930;0.0;0.0;1839.0;34.0;22.0;22.0;15130.0;12.5;0.0;5.73;-0.4;-15.2;17.0
494732;0.0;0.0;1769.0;34.0;23.0;22.0;15230.0;12.5;0.0;5.73;-0.4;-15.2;16.0
495514;0.0;-2.3;1644.0;33.5;24.0;22.0;15310.0;12.5;0.0;5.73;-0.4;-15.3;15.0
496297;0.0;-5.5;1535.0;33.0;24.0;22.0;15370.0;12.9;0.0;5.73;-0.4;-15.7;14.0
497104;0.0;-6.3;1477.0;33.5;25.0;22.0;15400.0;12.9;0.0;5.73;-0.4;-16.3;14.0
497882;0.0;-7.8;1423.0;33.5;25.0;22.0;15440.0;12.9;0.0;5.73;-0.4;-17.3;20.0
498662;0.0;-3.1;1429.0;-1.5;25.0;56.0;14640.0;76.9;0.0;5.73;-0.41;169.0;268.0
499444;0.0;0.0;2056.0;9.5;26.0;113.0;19900.0;118.0;0.0;5.73;-0.4;285.8;398.0
500253;0.0;0.0;3090.0;-1.5;25.0;223.0;23090.0;211.4;0.0;5.73;-0.4;382.8;441.0
501125;3.1;0.0;3267.0;0.0;25.0;204.0;22860.0;190.6;0.0;5.73;-0.4;334.6;362.0
501902;2.3;0.0;3466.0;13.5;24.0;118.0;21380.0;107.8;0.0;5.73;-0.41;222.9;268.0
502713;0.0;0.0;2490.0;-4.0;23.0;89.0;20440.0;69.8;0.0;5.73;-0.41;131.7;144.0
503490;0.0;0.0;2535.0;8.5;23.0;77.0;19300.0;45.9;0.0;5.73;-0.4;13.4;17.0
504274;-5.5;0.0;1722.0;-10.0;22.0;19.0;16670.0;12.9;0.0;5.73;-0.4;-15.1;15.0
505081;0.0;-2.3;1669.0;33.0;22.0;21.0;16670.0;12.9;0.0;5.73;-0.4;-15.1;16.0
505892;0.0;-2.3;1642.0;34.0;23.0;21.0;16800.0;12.9;0.0;5.73;-0.4;-15.2;15.0
506676;0.0;-6.3;1511.0;33.5;24.0;21.0;16870.0;13.3;0.0;5.73;-0.4;-16.0;14.0
507451;0.0;-7.8;1429.0;33.5;24.0;22.0;16960.0;12.9;0.0;5.73;-0.4;-16.8;13.0
508251;0.0;-8.6;1401.0;33.5;25.0;22.0;17030.0;12.9;0.0;5.73;-0.4;-17.4;13.0
509043;0.0;-10.2;1369.0;32.0;25.0;23.0;16940.0;24.7;0.0;5.73;-0.4;32.9;33.0
509822;0.0;-0.8;1719.0;18.5;25.0;29.0;14240.0;18.0;0.0;5.73;-0.4;-7.6;18.0
510633;0.0;0.0;1926.0;35.0;25.0;21.0;12610.0;14.9;0.0;5.73;-0.4;89.3;113.0
511412;0.0;0.0;2595.0;11.0;26.0;101.0;16010.0;100.8;0.0;5.73;-0.41;275.2;310.0
512228;0.0;0.0;2860.0;3.5;26.0;160.0;23100.0;145.1;0.0;5.73;-0.41;184.4;199.0
513002;0.0;0.0;2980.0;12.5;25.0;98.0;19870.0;91.0;0.0;5.73;-0.41;117.4;165.0
513811;-1.6;0.0;2246.0;0.5;24.0;107.0;20270.0;101.6;0.0;5.73;-0.41;205.8;257.0
514621;-0.8;0.0;2167.0;5.0;24.0;135.0;22560.0;134.1;0.0;5.73;-0.4;277.1;286.0
515402;0.0;0.0;2229.0;0.0;24.0;170.0;22970.0;155.3;0.0;5.73;-0.4;272.2;137.0
516184;0.0;0.0;2263.0;16.0;24.0;74.0;20560.0;61.2;0.0;5.73;-0.41;111.0;94.0
516964;-3.1;0.0;2277.0;17.0;23.0;59.0;17000.0;32.5;0.0;5.73;-0.4;51.7;49.0
517741;-5.5;0.0;2276.0;25.5;23.0;48.0;13090.0;27.8;0.0;5.73;-0.4;43.1;46.0
518552;-7.0;0.0;2258.0;16.0;24.0;30.0;9340.0;16.1;0.0;5.73;-0.4;5.7;21.0
519330;-18.0;0.0;2158.0;-7.0;24.0;20.0;5870.0;12.2;0.0;5.73;-0.4;-14.9;20.0
520113;0.0;0.0;2127.0;36.0;25.0;22.0;5920.0;12.5;0.0;5.73;-0.4;-14.9;20.0
520920;0.0;0.0;2105.0;5.0;25.0;31.0;7020.0;27.5;0.0;5.73;-0.41;98.7;95.0
521732;0.0;0.0;2110.0;10.0;26.0;88.0;13140.0;70.6;0.0;5.73;-0.41;150.8;123.0
522510;-2.3;0.0;2130.0;9.5;25.0;78.0;17680.0;47.5;0.0;5.73;-0.41;167.8;195.0
523351;-0.8;0.0;2160.0;9.5;25.0;115.0;21030.0;113.7;0.0;5.73;-0.4;252.4;199.0
524134;-0.8;0.0;2199.0;6.5;25.0;84.0;21200.0;60.4;0.0;5.73;-0.4;100.3;81.0
524972;-7.0;0.0;2224.0;17.0;23.0;72.0;17280.0;51.0;0.0;5.73;-0.4;74.7;37.0
525754;-5.5;0.0;2208.0;10.5;23.0;23.0;13760.0;12.9;0.0;5.73;-0.4;-12.4;20.0
526561;0.0;0.0;2072.0;35.5;23.0;21.0;13260.0;12.5;0.0;5.73;-0.4;-14.9;18.0
527341;0.0;0.0;1966.0;35.0;24.0;22.0;13410.0;12.5;0.0;5.73;-0.4;-14.9;18.0
528140;0.0;0.0;1862.0;34.5;24.0;22.0;13520.0;12.9;0.0;5.73;-0.4;1.4;27.0
528961;0.0;0.0;1877.0;0.5;25.0;65.0;12730.0;63.9;0.0;5.73;-0.41;167.8;193.0
529773;1.6;0.0;1871.0;7.5;26.0;110.0;17500.0;111.8;0.0;5.73;-0.4;243.8;255.0
530646;0.0;0.0;1943.0;1.5;25.0;155.0;23070.0;151.4;0.0;5.73;-0.4;321.5;284.0
531481;0.0;0.0;2054.0;-2.5;25.0;202.0;23000.0;205.9;0.0;5.73;-0.4;381.3;319.0
532294;0.8;0.0;2176.0;-5.5;25.0;222.0;22990.0;211.0;0.0;5.73;-0.4;386.9;330.0
533073;1.6;0.0;2295.0;-3.5;25.0;210.0;23020.0;199.6;0.0;5.73;-0.4;289.3;201.0
533851;1.6;0.0;2363.0;11.0;24.0;95.0;20760.0;80.0;0.0;5.73;-0.41;152.9;130.0
534663;-2.3;0.0;1961.0;-14.5;22.0;99.0;19940.0;92.5;0.0;5.73;-0.41;93.1;42.0
535472;-4.7;-1.6;1645.0;2.0;22.0;28.0;17620.0;12.2;0.0;5.73;-0.4;-12.2;15.0
536252;0.0;-3.1;1636.0;33.5;22.0;21.0;16420.0;12.5;0.0;5.73;-0.4;-14.8;15.0
537061;0.0;-3.1;1612.0;33.5;23.0;21.0;16570.0;12.9;0.0;5.73;-0.4;-14.8;15.0
537842;0.0;-4.7;1594.0;33.5;23.0;22.0;16670.0;12.2;0.0;5.73;-0.4;-14.8;14.0
538622;0.0;-6.3;1512.0;32.0;24.0;22.0;16740.0;12.5;0.0;5.73;-0.4;-15.5;14.0
539430;0.0;-7.0;1460.0;33.5;24.0;23.0;16800.0;12.5;0.0;5.73;-0.4;1.0;24.0
540212;0.0;-1.6;1466.0;6.0;25.0;54.0;15360.0;62.4;0.0;5.73;-0.41;168.8;263.0
540991;0.8;0.0;2145.0;9.5;26.0;117.0;21020.0;114.5;0.0;5.73;-0.4;267.6;298.0
541806;-0.8;0.0;2223.0;0.5;26.0;177.0;23090.0;177.3;0.0;5.73;-0.4;364.3;318.0
542582;0.0;0.0;2336.0;-2.5;26.0;200.0;23010.0;181.6;0.0;5.73;-0.41;175.5;134.0
543362;0.0;0.0;2402.0;14.5;24.0;82.0;19490.0;60.8;0.0;5.73;-0.41;65.9;73.0
544171;-3.9;0.0;1717.0;16.0;23.0;69.0;16200.0;45.9;0.0;5.73;-0.4;66.0;26.0
544950;-4.7;-1.6;1630.0;27.5;23.0;27.0;13760.0;38.0;0.0;5.73;-0.41;82.9;52.0
545770;-2.3;0.0;1654.0;17.5;23.0;67.0;14540.0;43.1;0.0;5.73;-0.4;76.7;50.0
546541;-4.7;0.0;1645.0;18.0;24.0;66.0;14500.0;42.7;0.0;5.73;-0.4;74.4;50.0
547322;-3.9;0.0;1642.0;1.0;24.0;97.0;15930.0;87.8;0.0;5.73;-0.4;187.2;143.0
548131;-0.8;0.0;1651.0;2.5;25.0;119.0;20510.0;92.5;0.0;5.73;-0.41;127.1;75.0
548912;-4.7;0.0;1649.0;4.5;24.0;53.0;17540.0;21.2;0.0;5.73;-0.4;-2.8;15.0
549721;0.0;-3.9;1620.0;-12.5;23.0;20.0;15890.0;12.9;0.0;5.73;-0.4;-14.7;15.0
550502;0.0;-3.9;1602.0;32.5;24.0;21.0;16040.0;12.5;0.0;5.73;-0.4;-14.7;15.0
551285;0.0;-3.1;1612.0;-6.5;24.0;33.0;14790.0;29.0;0.0;5.73;-0.4;80.3;51.0
552067;0.0;0.0;1607.0;-1.0;25.0;95.0;16490.0;80.8;0.0;5.73;-0.41;152.7;93.0
552841;3.1;0.0;1616.0;9.0;25.0;96.0;19680.0;83.5;0.0;5.73;-0.41;170.9;135.0
553684;3.1;0.0;1635.0;3.5;25.0;110.0;20870.0;112.9;0.0;5.73;-0.4;234.6;147.0
554462;0.8;0.0;1669.0;-0.5;25.0;90.0;21300.0;62.0;0.0;5.73;-0.4;88.8;50.0
