time;Engine speed: ---;Short term adaptation of mixture formation bank 1: ---;Misfire sum counter: ---;Long term adaptation of mixture formation bank 1: ---;Fuel Pressure: ---;Absolute intake pressure: ---;Target position of EVAP canister valve: ---;Charge press. ctrl.: Charge air pressure 1, specified value;Ignition timing adjustment cylinder 1: ---;Air mass, actual value (mg/stroke): ---;Timing angle retardation cylinder 1: ---;Timing angle retardation cylinder 2: ---;Timing angle retardation cylinder 3: ---;Timing angle retardation cylinder 4: ---;Wear index: ---
645964;1797.0;-0.8;0.0;0.8;20030.0;101.0;21.6;104.13;7.0;327.67;0.0;0.0;0.0;0.0;2.56E-6
646894;1797.0;-0.8;0.0;0.8;20060.0;101.0;21.6;104.13;7.0;327.67;0.0;0.0;0.0;0.0;2.56E-6
647853;1796.0;-0.8;0.0;0.8;20050.0;101.0;21.6;103.88;7.0;327.67;0.0;0.0;0.0;0.0;2.56E-6
648783;1795.0;-0.8;0.0;0.8;19950.0;93.0;0.0;78.44;-7.0;120.41;0.0;0.0;0.0;0.0;2.52E-6
649714;1734.0;0.0;0.0;0.0;17160.0;19.0;0.0;78.44;34.5;78.15;0.0;0.0;0.0;0.0;2.52E-6
650647;1728.0;0.0;0.0;0.0;17220.0;21.0;0.0;78.44;34.5;73.04;0.0;0.0;0.0;0.0;2.52E-6
651573;1681.0;0.0;0.0;-0.8;17320.0;21.0;0.0;78.44;33.5;73.65;0.0;0.0;0.0;0.0;1.8E-7
652504;1612.0;0.0;0.0;-1.6;17390.0;21.0;0.0;78.44;33.5;74.33;0.0;0.0;0.0;0.0;1.8E-7
653464;1548.0;0.0;0.0;-3.1;17430.0;21.0;0.0;78.44;33.0;74.41;0.0;0.0;0.0;0.0;0.0
654392;1484.0;0.0;0.0;-3.1;17460.0;22.0;0.0;78.44;33.0;75.05;0.0;0.0;0.0;0.0;0.0
655355;1438.0;0.0;0.0;-3.9;17490.0;22.0;0.0;78.44;32.5;75.39;0.0;0.0;0.0;0.0;0.0
656285;1405.0;0.0;0.0;-4.7;17510.0;22.0;0.0;78.44;33.0;74.94;0.0;0.0;0.0;0.0;0.0
657276;1362.0;0.0;0.0;-4.7;17520.0;22.0;0.0;78.44;32.0;76.17;0.0;0.0;0.0;0.0;0.0
658204;1312.0;0.0;0.0;-6.3;17520.0;22.0;0.0;78.44;32.0;75.16;0.0;0.0;0.0;0.0;0.0
659132;1267.0;0.0;0.0;-7.0;17520.0;22.0;0.0;78.44;32.0;75.28;0.0;0.0;0.0;0.0;0.0
660063;1195.0;0.0;0.0;-9.4;17510.0;22.0;0.0;78.44;32.0;77.85;0.0;0.0;0.0;0.0;0.0
660991;1092.0;0.0;0.0;-12.5;17500.0;22.0;0.0;78.44;30.5;74.73;0.0;0.0;0.0;0.0;0.0
661983;1022.0;0.0;0.0;-17.2;17490.0;23.0;0.0;78.44;30.5;73.97;0.0;0.0;0.0;0.0;0.0
662944;972.0;0.0;0.0;-18.8;17450.0;22.0;0.0;78.44;31.0;73.21;0.0;0.0;0.0;0.0;0.0
663873;957.0;0.0;0.0;-20.3;17430.0;23.0;0.0;78.44;30.5;74.61;0.0;0.0;0.0;0.0;0.0
664834;939.0;0.0;0.0;-3.1;16930.0;46.0;0.0;78.44;-2.5;321.74;0.0;0.0;0.0;0.0;0.0
665763;1284.0;0.0;0.0;0.8;18510.0;98.0;0.0;108.22;4.0;327.67;0.0;0.0;0.0;0.0;5.4E-7
666724;1300.0;-2.3;0.0;0.8;20490.0;111.0;0.0;108.34;1.5;327.67;0.0;0.0;0.0;0.0;5.4E-7
667682;1329.0;-5.5;0.0;0.8;18800.0;88.0;0.0;89.81;11.5;322.73;0.0;0.0;0.0;0.0;1.64E-6
668616;1359.0;-7.8;0.0;0.8;16230.0;72.0;0.0;78.44;17.0;249.04;0.0;0.0;0.0;0.0;1.64E-6
669545;1367.0;-7.0;0.0;0.8;13660.0;66.0;0.0;78.44;18.0;231.64;0.0;0.0;0.0;0.0;1.64E-6
670504;1377.0;-7.8;0.0;0.8;12100.0;63.0;0.0;78.44;18.5;227.63;0.0;0.0;0.0;0.0;8.0E-7
671432;1380.0;-7.8;0.0;0.8;12990.0;66.0;0.0;78.44;18.0;245.84;0.0;0.0;0.0;0.0;8.0E-7
672394;1386.0;-7.8;0.0;0.8;13360.0;66.0;0.0;78.44;2.0;327.67;0.0;0.0;0.0;0.0;8.2E-7
673324;1402.0;-3.9;0.0;0.8;17090.0;87.0;0.0;90.0;12.0;327.67;0.0;0.0;0.0;0.0;8.2E-7
674256;1409.0;-4.7;0.0;0.8;17980.0;87.0;3.5;89.56;12.5;327.67;0.0;0.0;0.0;0.0;8.2E-7
675184;1446.0;-0.8;0.0;0.8;19570.0;96.0;0.0;97.09;6.0;327.67;0.0;0.0;0.0;0.0;1.38E-6
676114;1450.0;-4.7;0.0;0.8;18350.0;92.0;0.0;91.84;11.5;327.67;0.0;0.0;0.0;0.0;1.38E-6
677074;1473.0;-4.7;0.0;0.8;18080.0;87.0;3.5;90.06;-0.5;327.67;0.0;0.0;0.0;0.0;1.5E-6
678004;1474.0;0.0;0.0;0.8;19220.0;92.0;0.0;93.31;13.0;327.67;0.0;0.0;0.0;0.0;1.5E-6
678933;1498.0;-5.5;0.0;0.8;17710.0;84.0;3.5;88.16;16.5;327.67;0.0;0.0;0.0;0.0;1.5E-6
679895;1536.0;-1.6;0.0;0.8;19810.0;95.0;0.0;97.56;6.0;327.67;0.0;0.0;0.0;0.0;1.54E-6
680854;1503.0;-2.3;0.0;0.8;20330.0;101.0;0.0;100.88;4.0;327.67;0.0;0.0;0.0;0.0;1.54E-6
681782;1520.0;-3.9;0.0;0.8;19960.0;98.0;12.2;98.09;8.0;327.67;0.0;0.0;0.0;0.0;1.54E-6
682745;1538.0;-6.3;0.0;0.8;17840.0;85.0;3.5;88.0;15.0;327.67;0.0;0.0;0.0;0.0;1.98E-6
683702;1563.0;-4.7;0.0;0.8;18530.0;85.0;3.5;87.63;16.5;327.67;0.0;0.0;0.0;0.0;1.98E-6
684693;1575.0;-4.7;0.0;0.8;18180.0;84.0;3.5;87.41;17.0;327.67;0.0;0.0;0.0;0.0;1.42E-6
685626;1587.0;-4.7;0.0;0.8;18230.0;84.0;0.0;87.78;17.0;327.67;0.0;0.0;0.0;0.0;1.42E-6
686555;1576.0;-5.5;0.0;0.0;16750.0;54.0;0.0;78.47;22.0;176.53;0.0;0.0;0.0;0.0;1.42E-6
687483;1594.0;-8.6;0.0;0.0;13860.0;52.0;0.0;78.44;23.0;184.63;0.0;0.0;0.0;0.0;1.12E-6
688445;1580.0;-10.2;0.0;0.0;10880.0;52.0;3.9;78.44;19.5;248.49;0.0;0.0;0.0;0.0;1.12E-6
689375;1587.0;-3.1;0.0;0.8;15250.0;92.0;0.0;92.03;11.0;327.67;0.0;0.0;0.0;0.0;9.4E-7
690307;1552.0;-1.6;0.0;0.0;17970.0;39.0;0.0;78.44;-1.5;148.15;0.0;0.0;0.0;0.0;9.4E-7
691235;1558.0;-2.3;0.0;0.8;16430.0;96.0;0.0;99.91;8.5;327.67;0.0;0.0;0.0;0.0;9.4E-7
692164;1572.0;-1.6;0.0;0.8;19620.0;94.0;0.0;96.81;9.0;327.67;0.0;0.0;0.0;0.0;1.38E-6
693124;1573.0;-5.5;0.0;0.0;17780.0;55.0;0.0;78.44;20.5;211.69;0.0;0.0;0.0;0.0;1.38E-6
694057;1592.0;-9.4;0.0;0.8;17940.0;81.0;0.0;90.25;11.5;327.67;0.0;0.0;0.0;0.0;1.3E-6
694993;1580.0;-4.7;0.0;0.8;18950.0;88.0;2.7;91.22;11.5;327.67;0.0;0.0;0.0;0.0;1.3E-6
695942;1582.0;-3.9;0.0;0.8;18290.0;78.0;0.0;78.47;3.5;130.58;0.0;0.0;0.0;0.0;1.3E-6
696872;1529.0;-10.2;0.0;-3.1;15770.0;18.0;0.0;78.5;33.5;75.22;0.0;0.0;0.0;0.0;1.12E-6
697835;1507.0;0.0;0.0;-3.1;15740.0;22.0;0.0;78.5;33.5;74.18;0.0;0.0;0.0;0.0;1.12E-6
698795;1478.0;0.0;0.0;-3.1;15810.0;22.0;0.0;78.53;33.5;75.92;0.0;0.0;0.0;0.0;0.0
699722;1455.0;0.0;0.0;-3.9;15870.0;22.0;0.0;78.5;33.5;77.0;0.0;0.0;0.0;0.0;0.0
700686;1436.0;0.0;0.0;-3.9;15910.0;22.0;0.0;78.5;33.0;77.57;0.0;0.0;0.0;0.0;0.0
701614;1415.0;0.0;0.0;-3.9;15940.0;22.0;0.0;78.5;32.5;77.4;0.0;0.0;0.0;0.0;0.0
702545;1398.0;0.0;0.0;-4.7;15950.0;22.0;0.0;78.5;32.5;78.06;0.0;0.0;0.0;0.0;0.0
703505;1381.0;0.0;0.0;-4.7;15970.0;22.0;0.0;78.5;33.0;78.27;0.0;0.0;0.0;0.0;0.0
704465;1361.0;0.0;0.0;-4.7;15980.0;22.0;0.0;78.53;32.5;77.91;0.0;0.0;0.0;0.0;0.0
705425;1340.0;0.0;0.0;-5.5;15980.0;22.0;0.0;78.53;32.5;78.97;0.0;0.0;0.0;0.0;0.0
706385;1320.0;0.0;0.0;-5.5;15980.0;22.0;0.0;78.5;32.5;78.68;0.0;0.0;0.0;0.0;0.0
707345;1300.0;0.0;0.0;-5.5;15970.0;22.0;0.0;78.5;32.0;78.74;0.0;0.0;0.0;0.0;0.0
708275;1283.0;0.0;0.0;-6.3;15960.0;22.0;0.0;78.47;32.0;79.99;0.0;0.0;0.0;0.0;0.0
709233;1257.0;0.0;0.0;-6.3;15950.0;22.0;0.0;78.44;32.0;79.71;0.0;0.0;0.0;0.0;0.0
710195;1236.0;0.0;0.0;-6.3;15950.0;22.0;0.0;78.47;32.5;77.34;0.0;0.0;0.0;0.0;0.0
711158;1218.0;0.0;0.0;-7.8;15940.0;22.0;0.0;78.5;32.0;89.84;0.0;0.0;0.0;0.0;0.0
712084;1233.0;0.0;0.0;0.0;13470.0;43.0;0.0;78.53;14.0;262.07;0.0;0.0;0.0;-0.75;0.0
713075;1238.0;-4.7;0.0;0.8;15580.0;89.0;0.0;92.34;7.0;327.67;0.0;0.0;0.0;0.0;9.4E-7
714008;1218.0;-2.3;0.0;0.8;17420.0;90.0;0.0;93.19;9.5;327.67;0.0;0.0;0.0;0.0;9.4E-7
714937;1227.0;-2.3;0.0;0.8;17290.0;90.0;0.0;92.81;9.5;327.67;0.0;0.0;0.0;0.0;9.4E-7
715928;1227.0;-2.3;0.0;0.8;17180.0;91.0;0.0;96.88;6.5;327.67;0.0;0.0;0.0;0.0;1.16E-6
716885;1220.0;-3.9;0.0;0.8;19370.0;99.0;0.0;104.59;2.5;327.67;0.0;0.0;0.0;0.0;1.16E-6
717877;1745.0;0.0;0.0;0.8;19680.0;94.0;5.1;88.69;15.0;327.67;0.0;0.0;0.0;0.0;1.84E-6
718804;1763.0;-3.9;0.0;0.8;18570.0;85.0;0.0;88.31;17.0;327.67;0.0;0.0;0.0;0.0;1.84E-6
719766;1774.0;-3.1;0.0;0.8;18650.0;85.0;0.0;88.06;17.0;327.67;0.0;0.0;0.0;0.0;1.84E-6
720724;1790.0;-2.3;0.0;0.8;18580.0;84.0;0.0;86.69;18.5;327.67;0.0;0.0;0.0;0.0;1.7E-6
721654;1791.0;-3.1;0.0;0.8;17410.0;78.0;3.5;80.28;14.5;317.14;0.0;0.0;0.0;0.0;1.7E-6
722587;1806.0;-3.1;0.0;0.8;15730.0;67.0;6.3;78.47;17.0;268.52;0.0;0.0;0.0;0.0;1.7E-6
723545;1807.0;-2.3;0.0;0.8;14990.0;66.0;9.0;78.47;18.0;262.26;0.0;0.0;0.0;0.0;1.36E-6
724474;1810.0;0.0;0.0;0.8;14990.0;66.0;11.8;78.47;18.0;263.49;0.0;0.0;0.0;0.0;1.36E-6
725406;1803.0;1.6;0.0;0.8;15080.0;66.0;12.5;78.47;18.0;264.4;0.0;0.0;0.0;0.0;1.12E-6
726336;1797.0;1.6;0.0;0.8;15100.0;65.0;12.5;78.44;17.5;268.2;0.0;0.0;0.0;0.0;1.12E-6
727265;1801.0;0.0;0.0;0.8;15700.0;69.0;13.7;78.44;17.0;279.81;0.0;0.0;0.0;0.0;1.12E-6
728193;1792.0;0.0;0.0;0.8;16460.0;70.0;14.1;78.44;16.0;290.33;0.0;0.0;0.0;0.0;1.16E-6
729127;1794.0;0.0;0.0;0.8;16570.0;71.0;14.1;78.47;16.0;294.16;0.0;0.0;0.0;0.0;1.16E-6
730053;1789.0;-0.8;0.0;0.8;16610.0;72.0;14.9;78.44;15.5;302.17;0.0;0.0;0.0;0.0;1.28E-6
731013;1792.0;-0.8;0.0;0.8;17010.0;74.0;16.9;79.28;15.0;318.32;0.0;0.0;0.0;0.0;1.28E-6
731943;1793.0;0.0;0.0;0.8;17250.0;76.0;17.3;79.13;15.0;316.65;0.0;0.0;0.0;0.0;1.28E-6
732874;1794.0;-0.8;0.0;0.8;17190.0;75.0;66.3;79.03;15.0;315.72;0.0;0.0;0.0;0.0;1.36E-6
733834;1794.0;9.4;0.0;0.8;17250.0;76.0;97.6;78.84;15.0;316.33;0.0;0.0;0.0;0.0;1.36E-6
734764;1796.0;9.4;0.0;0.8;18450.0;93.0;39.2;79.97;8.5;313.41;0.0;0.0;0.0;0.0;1.62E-6
735695;2549.0;0.0;0.0;0.8;14930.0;61.0;72.2;80.22;3.5;327.67;0.0;0.0;0.0;0.0;1.62E-6
736625;2599.0;0.0;0.0;0.8;21180.0;118.0;62.4;200.16;5.0;327.67;-1.13;0.0;0.0;0.0;1.62E-6
737557;2793.0;0.0;0.0;0.8;22950.0;224.0;0.0;218.59;-5.5;327.67;-0.75;0.0;0.0;0.0;5.1E-6
738489;3059.0;2.3;0.0;0.8;22980.0;221.0;0.0;219.5;-4.5;327.67;0.0;0.0;0.0;0.0;5.1E-6
739415;3346.0;2.3;0.0;0.8;22840.0;216.0;0.0;212.38;2.5;327.67;0.0;0.0;0.0;0.0;5.1E-6
740344;3628.0;0.8;0.0;0.8;22860.0;213.0;0.0;213.66;3.5;327.67;0.0;0.0;0.0;0.0;1.182E-5
741275;3914.0;0.0;0.0;0.8;22820.0;214.0;34.1;214.22;3.5;327.67;0.0;0.0;0.0;0.0;1.182E-5
742204;4196.0;0.8;0.0;0.8;22970.0;213.0;71.4;213.91;4.0;327.67;0.0;0.0;0.0;0.0;1.36E-5
743196;4465.0;0.0;0.0;0.8;22890.0;215.0;74.9;216.22;5.0;327.67;0.0;0.0;0.0;0.0;1.36E-5
744125;4753.0;0.0;0.0;0.8;22930.0;213.0;78.0;217.84;6.5;327.67;0.0;0.0;0.0;0.0;1.36E-5
745120;5019.0;0.0;0.0;0.8;22870.0;215.0;78.0;221.94;7.5;327.67;0.0;0.0;0.0;0.0;1.596E-5
746045;5282.0;0.0;0.0;0.8;22860.0;221.0;79.6;227.97;8.0;327.67;0.0;0.0;0.0;-1.88;1.596E-5
746975;5535.0;-0.8;0.0;0.8;22860.0;229.0;82.7;231.69;6.5;327.67;0.0;-1.88;-1.88;-1.5;1.814E-5
747908;5772.0;-2.3;0.0;0.8;22860.0;221.0;83.5;229.53;8.0;327.67;0.0;-1.5;-1.13;-0.75;1.814E-5
748836;5982.0;-3.9;0.0;0.8;23060.0;211.0;83.9;225.84;8.5;327.67;0.0;-0.75;-0.75;0.0;1.814E-5
749768;6177.0;-3.1;0.0;0.8;23140.0;215.0;83.9;220.38;10.5;327.67;0.0;0.0;0.0;0.0;1.872E-5
750694;6352.0;-3.1;0.0;0.8;22900.0;208.0;83.5;188.59;6.5;327.67;0.0;0.0;0.0;0.0;1.872E-5
751628;6481.0;0.0;0.0;0.8;21800.0;187.0;5.9;220.66;-2.0;327.67;0.0;0.0;0.0;0.0;1.678E-5
752557;4488.0;0.0;0.0;0.8;18870.0;27.0;0.0;78.5;34.5;96.03;0.0;0.0;0.0;0.0;1.678E-5
753484;4441.0;0.0;0.0;0.8;17760.0;26.0;0.0;78.5;-2.5;88.02;0.0;0.0;0.0;0.0;1.678E-5
754416;4358.0;0.0;0.0;0.8;14830.0;27.0;0.0;78.5;33.0;94.13;0.0;0.0;0.0;0.0;4.2E-7
755346;3786.0;0.0;0.0;0.8;15200.0;25.0;0.0;78.47;31.5;87.34;0.0;0.0;0.0;0.0;4.2E-7
756273;3038.0;0.0;0.0;0.8;15470.0;23.0;0.0;78.44;38.0;80.41;0.0;0.0;0.0;0.0;0.0
757208;2688.0;0.0;0.0;0.8;15720.0;23.0;0.0;78.44;38.0;80.69;0.0;0.0;0.0;0.0;0.0
758135;2409.0;0.0;0.0;0.8;15930.0;22.0;0.0;78.44;36.0;75.47;0.0;0.0;0.0;0.0;0.0
759067;1903.0;0.0;0.0;0.8;16120.0;22.0;0.0;78.44;33.5;75.47;0.0;0.0;0.0;0.0;0.0
759993;1570.0;0.0;0.0;-2.3;16290.0;22.0;0.0;78.44;33.5;75.83;0.0;0.0;0.0;0.0;0.0
760925;1503.0;0.0;0.0;-3.1;16450.0;22.0;0.0;78.44;33.0;76.2;0.0;0.0;0.0;0.0;0.0
761853;1518.0;0.0;0.0;0.8;15170.0;54.0;0.0;89.5;7.5;327.67;0.0;0.0;0.0;0.0;4.0E-8
762786;1648.0;0.0;0.0;0.8;19280.0;112.0;44.3;190.5;5.0;327.67;0.0;0.0;0.0;0.0;4.0E-8
763713;1983.0;0.0;0.0;0.8;23070.0;143.0;62.7;131.0;0.5;327.67;0.0;0.0;0.0;0.0;3.0E-6
764649;1964.0;-7.8;0.0;0.8;19760.0;19.0;0.0;78.44;-5.0;74.35;0.0;0.0;0.0;0.0;3.0E-6
765574;1931.0;0.0;0.0;0.8;18800.0;21.0;0.0;78.44;3.5;114.81;0.0;0.0;0.0;0.0;3.0E-6
766512;1933.0;0.0;0.0;0.8;17250.0;87.0;0.0;111.31;9.0;327.67;0.0;0.0;0.0;0.0;5.4E-7
767436;1943.0;0.0;0.0;0.8;21910.0;131.0;62.7;151.56;2.0;327.67;0.0;0.0;0.0;0.0;5.4E-7
768365;1973.0;0.0;0.0;0.8;22980.0;155.0;62.7;120.94;10.5;327.67;0.0;0.0;0.0;0.0;3.6E-6
769295;1978.0;-2.3;0.0;0.8;19850.0;82.0;82.0;85.72;-7.0;327.67;0.0;0.0;0.0;0.0;3.6E-6
770255;1584.0;3.9;0.0;0.8;20540.0;105.0;0.0;119.34;5.0;327.67;0.0;0.0;0.0;0.0;3.6E-6
771213;1523.0;0.0;0.0;0.8;22320.0;130.0;64.3;98.69;-8.5;327.67;0.0;0.0;0.0;0.0;2.28E-6
772147;1467.0;-12.5;0.0;-4.7;20380.0;19.0;0.0;78.44;-15.5;73.12;0.0;0.0;0.0;0.0;2.28E-6
773105;1456.0;0.0;0.0;-3.9;20240.0;21.0;0.0;78.44;33.0;73.97;0.0;0.0;0.0;0.0;3.6E-7
774095;1416.0;0.0;0.0;-3.9;20150.0;21.0;0.0;78.44;-10.0;131.51;0.0;0.0;0.0;0.0;3.6E-7
775085;1424.0;0.0;0.0;0.8;18010.0;95.0;0.0;92.22;13.0;327.67;0.0;0.0;0.0;0.0;3.6E-7
776018;1368.0;-4.7;0.0;-3.9;17090.0;23.0;0.0;78.44;-10.0;80.96;0.0;0.0;0.0;0.0;6.8E-7
776946;1326.0;0.0;0.0;-7.8;15830.0;22.0;0.0;78.44;32.0;78.63;0.0;0.0;0.0;0.0;6.8E-7
777875;1289.0;0.0;0.0;-6.3;16000.0;21.0;0.0;78.41;30.5;78.7;0.0;0.0;0.0;0.0;6.0E-8
778804;1256.0;0.0;0.0;-7.0;16110.0;21.0;0.0;78.41;31.0;77.62;0.0;0.0;0.0;0.0;6.0E-8
779735;1203.0;0.0;0.0;-7.8;16200.0;22.0;0.0;78.38;31.5;75.6;0.0;0.0;0.0;0.0;6.0E-8
780725;1120.0;0.0;0.0;-10.2;16280.0;22.0;0.0;78.34;32.0;76.36;0.0;0.0;0.0;0.0;0.0
781656;1053.0;0.0;0.0;-14.1;16350.0;23.0;0.0;78.34;31.5;77.21;0.0;0.0;0.0;0.0;0.0
782582;1017.0;0.0;0.0;-14.8;16400.0;23.0;0.0;78.34;-15.5;176.62;0.0;0.0;0.0;0.0;0.0
783514;1316.0;0.0;0.0;0.8;15910.0;94.0;0.0;103.88;6.0;327.67;0.0;0.0;0.0;0.0;1.4E-7
784474;1876.0;3.1;0.0;0.8;20180.0;104.0;62.7;106.56;9.0;327.67;0.0;0.0;0.0;0.0;1.4E-7
785436;1971.0;0.8;0.0;0.8;19220.0;101.0;62.7;115.16;9.5;327.67;0.0;0.0;0.0;0.0;2.62E-6
786395;1990.0;0.0;0.0;0.8;18510.0;66.0;48.6;78.34;14.5;166.99;0.0;0.0;0.0;0.0;2.62E-6
787355;1951.0;-12.5;0.0;0.8;14630.0;19.0;0.0;78.34;34.0;74.33;0.0;0.0;0.0;0.0;2.62E-6
788285;1932.0;0.0;0.0;0.8;14500.0;21.0;0.0;78.34;35.0;74.54;0.0;0.0;0.0;0.0;9.0E-7
789218;1899.0;0.0;0.0;0.8;14640.0;22.0;0.0;78.34;35.0;76.64;0.0;0.0;0.0;0.0;9.0E-7
790179;1875.0;0.0;0.0;0.8;14740.0;22.0;0.0;78.34;34.5;77.19;0.0;0.0;0.0;0.0;0.0
791134;1754.0;0.0;0.0;0.0;14840.0;22.0;0.0;78.34;33.5;76.17;0.0;0.0;0.0;0.0;0.0
792066;1392.0;0.0;0.0;-3.1;14280.0;27.0;0.0;78.34;-7.0;206.33;0.0;0.0;0.0;0.0;0.0
793025;1302.0;0.0;0.0;0.8;15110.0;97.0;0.0;102.91;2.0;327.67;0.0;0.0;0.0;0.0;3.8E-7
793956;1300.0;0.0;0.0;0.8;18280.0;71.0;0.0;78.34;-6.5;126.49;0.0;0.0;0.0;0.0;3.8E-7
794886;1290.0;-9.4;0.0;-6.3;16070.0;18.0;0.0;78.31;-16.5;78.44;0.0;0.0;0.0;0.0;9.6E-7
795815;1251.0;0.0;0.0;-6.3;15850.0;22.0;0.0;78.31;31.0;75.43;0.0;0.0;0.0;0.0;9.6E-7
796774;1221.0;0.0;0.0;-6.3;15930.0;22.0;0.0;78.31;33.5;80.65;0.0;0.0;0.0;0.0;9.6E-7
797704;1219.0;0.0;0.0;-2.3;14880.0;33.0;0.0;78.28;-4.0;227.61;0.0;0.0;0.0;0.0;4.0E-8
798636;1365.0;0.0;0.0;0.8;15870.0;98.0;26.3;128.59;7.0;327.67;0.0;0.0;0.0;0.0;4.0E-8
799594;1875.0;2.3;0.0;0.8;22080.0;137.0;62.7;132.19;3.0;327.67;0.0;0.0;0.0;0.0;2.5E-6
800644;1953.0;1.6;0.0;0.8;19740.0;87.0;59.2;89.0;15.5;327.67;0.0;0.0;0.0;0.0;2.5E-6
801606;1991.0;-3.1;0.0;0.8;16100.0;19.0;0.0;78.31;-8.5;83.55;0.0;0.0;0.0;0.0;2.5E-6
802535;1959.0;0.0;0.0;0.8;14660.0;21.0;0.0;78.34;35.0;76.47;0.0;0.0;0.0;0.0;1.06E-6
803464;1929.0;0.0;0.0;0.8;14800.0;21.0;0.0;78.31;35.0;76.6;0.0;0.0;0.0;0.0;1.06E-6
804426;1808.0;0.0;0.0;0.0;14890.0;21.0;0.0;78.31;33.5;76.49;0.0;0.0;0.0;0.0;0.0
805358;1417.0;0.0;0.0;-4.7;14970.0;22.0;0.0;78.31;31.5;79.37;0.0;0.0;0.0;0.0;0.0
806284;1249.0;0.0;0.0;-7.0;15020.0;22.0;0.0;78.31;32.0;79.95;0.0;0.0;0.0;0.0;0.0
807214;1218.0;0.0;0.0;-2.3;14420.0;27.0;0.0;78.28;-0.5;130.41;0.0;0.0;0.0;0.0;4.0E-8
808179;1188.0;0.0;0.0;-6.3;12060.0;19.0;0.0;78.25;-17.5;79.14;0.0;0.0;0.0;0.0;4.0E-8
809168;1177.0;0.0;0.0;-8.6;11750.0;22.0;0.0;78.25;31.0;75.92;0.0;0.0;0.0;0.0;1.6E-7
810095;1144.0;0.0;0.0;-8.6;11850.0;23.0;0.0;78.28;33.0;83.04;0.0;0.0;0.0;0.0;1.6E-7
811055;1162.0;0.0;0.0;0.0;10520.0;43.0;0.0;78.25;-5.5;272.82;0.0;0.0;0.0;0.0;1.6E-7
811985;1121.0;0.0;0.0;-4.7;10900.0;23.0;0.0;78.28;8.5;82.72;0.0;0.0;0.0;0.0;4.0E-7
812944;1093.0;0.0;0.0;-10.9;9760.0;22.0;0.0;78.25;33.5;78.76;0.0;0.0;0.0;0.0;4.0E-7
813875;1071.0;0.0;0.0;-11.7;9890.0;23.0;0.0;78.25;30.5;79.61;0.0;0.0;0.0;0.0;4.0E-8
814836;1053.0;0.0;0.0;-14.1;9980.0;22.0;0.0;78.28;29.0;124.94;0.0;0.0;0.0;0.0;4.0E-8
815767;1085.0;0.0;0.0;0.0;9870.0;68.0;0.0;92.94;9.5;327.67;0.0;0.0;0.0;0.0;4.0E-8
816694;1548.0;1.6;0.0;0.8;14500.0;94.0;66.3;99.28;9.0;327.67;0.0;0.0;0.0;0.0;1.02E-6
817629;1602.0;5.5;0.0;0.8;19400.0;93.0;51.8;94.97;10.5;327.67;0.0;0.0;0.0;0.0;1.02E-6
818555;1640.0;1.6;0.0;0.8;19250.0;90.0;77.6;92.16;12.5;327.67;0.0;0.0;0.0;0.0;1.02E-6
819516;1691.0;4.7;0.0;0.8;18810.0;87.0;88.6;96.34;8.0;327.67;0.0;0.0;0.0;0.0;1.84E-6
820477;1763.0;7.8;0.0;0.8;19330.0;86.0;42.7;102.44;8.0;327.67;0.0;0.0;0.0;0.0;1.84E-6
821436;1809.0;3.9;0.0;0.8;19550.0;93.0;63.9;95.44;11.0;327.67;0.0;0.0;0.0;0.0;2.24E-6
822365;1855.0;0.0;0.0;0.8;17470.0;78.0;98.0;81.34;14.5;324.98;0.0;0.0;0.0;0.0;2.24E-6
823323;1891.0;7.0;0.0;0.8;15970.0;53.0;0.0;78.25;8.5;93.02;0.0;0.0;0.0;0.0;2.24E-6
824288;1875.0;-11.7;0.0;0.8;12200.0;20.0;0.0;78.25;32.0;159.51;0.0;0.0;0.0;0.0;1.1E-6
825216;1887.0;-10.9;0.0;0.8;13460.0;74.0;38.8;80.5;15.5;317.54;0.0;0.0;0.0;0.0;1.1E-6
826175;1926.0;-2.3;0.0;0.8;16320.0;60.0;68.2;78.28;20.5;218.62;0.0;0.0;0.0;0.0;9.8E-7
827107;1976.0;11.7;0.0;0.8;12420.0;47.0;31.4;78.28;18.5;96.18;0.0;0.0;0.0;0.0;9.8E-7
828036;1878.0;3.9;0.0;0.8;8650.0;18.0;12.5;78.25;6.5;79.71;0.0;0.0;0.0;0.0;9.8E-7
828963;1555.0;0.0;0.0;0.0;6660.0;40.0;3.9;78.25;18.0;248.95;0.0;0.0;0.0;0.0;4.8E-7
829893;1374.0;0.0;0.0;0.8;10960.0;59.0;18.0;78.28;19.0;205.86;0.0;0.0;0.0;0.0;4.8E-7
830826;1393.0;0.0;0.0;0.0;11000.0;57.0;58.8;78.28;20.0;207.31;0.0;0.0;0.0;0.0;7.0E-7
831786;1407.0;8.6;0.0;-4.7;9520.0;19.0;0.0;78.28;-16.0;83.8;0.0;0.0;0.0;0.0;7.0E-7
832745;1388.0;0.0;0.0;-4.7;8870.0;22.0;0.0;78.28;32.5;78.99;0.0;0.0;0.0;0.0;7.0E-7
833689;1390.0;0.0;0.0;-3.9;8760.0;21.0;0.0;78.28;-7.5;175.34;0.0;0.0;0.0;0.0;1.2E-7
834636;1426.0;0.0;0.0;0.8;10990.0;81.0;0.0;88.78;12.5;327.67;0.0;0.0;0.0;0.0;1.2E-7
