time;Engine speed: ---;Short term adaptation of mixture formation bank 1: ---;Misfire sum counter: ---;Long term adaptation of mixture formation bank 1: ---;Fuel Pressure: ---;Absolute intake pressure: ---;Target position of EVAP canister valve: ---;Charge press. ctrl.: Charge air pressure 1, specified value;Ignition timing adjustment cylinder 1: ---;Air mass, actual value (mg/stroke): ---;Timing angle retardation cylinder 1: ---;Timing angle retardation cylinder 2: ---;Timing angle retardation cylinder 3: ---;Timing angle retardation cylinder 4: ---;Wear index: ---
0;798.0;-7.8;0.0;-12.5;5390.0;27.0;0.0;78.81;6.5;120.37;0.0;0.0;0.0;0.0;1.8E-7
987;797.0;-7.8;0.0;-12.5;5400.0;27.0;0.0;78.78;5.0;120.41;0.0;0.0;0.0;0.0;1.8E-7
1919;799.0;-7.8;0.0;-12.5;5410.0;27.0;0.0;78.78;5.5;120.11;0.0;0.0;0.0;0.0;1.8E-7
2849;798.0;-7.8;0.0;-12.5;5400.0;27.0;0.0;78.78;5.0;120.3;0.0;0.0;0.0;0.0;1.8E-7
3809;799.0;-7.8;0.0;-12.5;5400.0;27.0;0.0;78.78;8.0;126.74;0.0;0.0;0.0;0.0;1.8E-7
4768;814.0;-8.6;0.0;-11.7;5580.0;29.0;0.0;78.78;11.0;156.01;0.0;0.0;0.0;0.0;1.8E-7
5700;839.0;-5.5;0.0;-1.6;7550.0;69.0;3.5;82.75;1.5;327.67;0.0;0.0;0.0;0.0;2.6E-7
6690;1128.0;-2.3;0.0;0.8;10700.0;74.0;3.5;83.66;10.0;327.67;0.0;0.0;0.0;0.0;2.6E-7
7622;1353.0;-1.6;0.0;0.8;14960.0;82.0;0.0;90.63;12.5;327.67;0.0;0.0;0.0;0.0;1.2E-6
8552;1895.0;-0.8;0.0;0.8;19310.0;90.0;0.0;97.44;-11.0;327.67;0.0;0.0;0.0;0.0;1.2E-6
9508;1779.0;0.0;0.0;0.8;20100.0;105.0;0.0;106.25;10.0;327.67;0.0;0.0;0.0;0.0;1.2E-6
10439;2240.0;-0.8;0.0;0.8;19600.0;103.0;0.0;114.28;-8.5;327.67;0.0;0.0;0.0;0.0;2.46E-6
11401;1767.0;0.8;0.0;0.8;20820.0;116.0;0.0;119.19;5.5;327.67;0.0;0.0;0.0;0.0;2.46E-6
12332;2127.0;-0.8;0.0;0.8;23000.0;143.0;0.0;113.28;9.5;327.67;0.0;0.0;0.0;0.0;6.82E-6
13322;2418.0;-0.8;0.0;0.8;20220.0;108.0;0.0;119.81;-9.5;327.67;0.0;0.0;0.0;0.0;6.82E-6
14253;1876.0;-1.6;0.0;0.8;21970.0;131.0;0.0;136.5;2.0;327.67;0.0;0.0;0.0;0.0;6.82E-6
15241;2008.0;-0.8;0.0;0.8;20930.0;89.0;0.0;92.66;13.5;327.67;0.0;0.0;0.0;0.0;3.4E-6
16174;2112.0;-2.3;0.0;0.8;19180.0;88.0;5.1;97.88;11.5;327.67;0.0;0.0;0.0;0.0;3.4E-6
17130;2077.0;-0.8;0.0;0.8;20240.0;104.0;16.9;116.63;2.5;327.67;0.0;0.0;0.0;0.0;2.54E-6
18090;1594.0;0.0;0.0;0.8;21660.0;130.0;20.0;137.94;1.5;327.67;0.0;0.0;0.0;0.0;2.54E-6
19081;1672.0;0.0;0.0;0.8;22560.0;137.0;22.0;136.38;1.5;327.67;0.0;0.0;0.0;0.0;2.54E-6
20010;1742.0;1.6;0.0;0.8;22310.0;135.0;22.4;131.72;2.0;327.67;0.0;0.0;0.0;0.0;3.42E-6
20972;1808.0;0.0;0.0;0.8;20320.0;100.0;21.6;103.63;8.5;327.67;0.0;0.0;0.0;0.0;3.42E-6
21903;1883.0;-7.8;0.0;0.8;17270.0;23.0;0.0;78.78;7.0;79.95;0.0;0.0;0.0;0.0;1.74E-6
22831;1770.0;0.0;0.0;0.8;15020.0;21.0;0.0;78.78;33.0;76.15;0.0;0.0;0.0;0.0;1.74E-6
23791;1620.0;0.0;0.0;-1.6;15090.0;21.0;0.0;78.78;33.0;76.11;0.0;0.0;0.0;0.0;1.74E-6
24750;1482.0;0.0;0.0;-3.9;15110.0;22.0;0.0;78.78;31.5;105.08;0.0;0.0;0.0;0.0;2.0E-8
25681;1500.0;0.0;0.0;0.8;13000.0;63.0;0.0;92.0;-4.5;327.67;0.0;0.0;0.0;0.0;2.0E-8
26610;1491.0;1.6;0.0;0.8;17650.0;106.0;17.3;139.19;1.0;327.67;0.0;0.0;0.0;0.0;2.0E-8
27545;1559.0;0.0;0.0;0.8;22280.0;132.0;19.6;141.06;1.5;327.67;0.0;0.0;0.0;0.0;1.72E-6
28499;1632.0;0.8;0.0;0.8;22930.0;139.0;21.2;136.09;2.0;327.67;0.0;0.0;0.0;0.0;1.72E-6
29430;1716.0;0.8;0.0;0.8;22870.0;141.0;22.0;149.88;0.5;327.67;0.0;0.0;0.0;0.0;3.6E-6
30359;1799.0;0.0;0.0;0.8;22930.0;159.0;23.1;179.31;-2.5;327.67;0.0;0.0;0.0;0.0;3.6E-6
31288;1910.0;0.0;0.0;0.8;22930.0;182.0;23.1;179.28;-2.5;327.67;0.0;0.0;0.0;0.0;3.6E-6
32220;2003.0;0.0;0.0;0.8;22940.0;173.0;23.1;159.63;-1.0;327.67;0.0;0.0;0.0;0.0;5.16E-6
33182;2099.0;0.0;0.0;0.8;22870.0;144.0;23.5;148.0;4.0;327.67;0.0;0.0;0.0;0.0;5.16E-6
34112;2187.0;0.0;0.0;0.8;22640.0;139.0;23.5;130.03;5.0;327.67;0.0;0.0;0.0;0.0;4.84E-6
35041;2267.0;0.0;0.0;0.8;21110.0;105.0;23.1;108.88;10.0;327.67;0.0;0.0;0.0;0.0;4.84E-6
35972;2012.0;-3.1;0.0;0.8;18960.0;78.0;3.5;78.78;15.0;235.92;0.0;0.0;0.0;0.0;4.84E-6
36900;1548.0;-7.8;0.0;-2.3;15850.0;20.0;0.0;78.78;-14.5;73.78;0.0;0.0;0.0;0.0;2.28E-6
37831;1488.0;0.0;0.0;-3.1;15670.0;21.0;0.0;78.78;32.5;75.31;0.0;0.0;0.0;0.0;2.28E-6
38760;1407.0;0.0;0.0;-4.7;15760.0;22.0;0.0;78.78;32.0;76.43;0.0;0.0;0.0;0.0;2.0E-8
39689;1349.0;0.0;0.0;-4.7;15420.0;23.0;0.0;78.78;7.0;85.48;0.0;0.0;0.0;0.0;2.0E-8
40621;1347.0;0.0;0.0;-6.3;13730.0;20.0;0.0;78.78;33.5;77.21;0.0;0.0;0.0;0.0;2.0E-8
41551;1313.0;0.0;0.0;-5.5;13830.0;22.0;0.0;78.78;33.5;75.64;0.0;0.0;0.0;0.0;1.0E-7
42510;1198.0;0.0;0.0;-8.6;13890.0;23.0;0.0;78.78;32.0;73.19;0.0;0.0;0.0;0.0;1.0E-7
43444;1102.0;0.0;0.0;-9.4;13940.0;23.0;0.0;78.78;33.5;77.98;0.0;0.0;0.0;0.0;1.0E-7
44370;1400.0;0.0;0.0;-3.1;13970.0;22.0;0.0;78.78;33.5;76.85;0.0;0.0;0.0;0.0;0.0
45301;1511.0;0.0;0.0;-3.1;14000.0;22.0;0.0;78.75;32.5;76.64;0.0;0.0;0.0;0.0;0.0
46235;1424.0;0.0;0.0;-3.9;14010.0;22.0;0.0;78.78;32.5;76.43;0.0;0.0;0.0;0.0;0.0
47190;1335.0;0.0;0.0;-5.5;14030.0;22.0;0.0;78.75;31.0;80.1;0.0;0.0;0.0;0.0;0.0
48128;1277.0;0.0;0.0;-6.3;14040.0;22.0;0.0;78.69;33.0;76.85;0.0;0.0;0.0;0.0;0.0
49051;1225.0;0.0;0.0;-7.8;14050.0;22.0;0.0;78.72;31.5;77.91;0.0;0.0;0.0;0.0;0.0
49979;1142.0;0.0;0.0;-8.6;14060.0;22.0;0.0;78.69;32.0;77.7;0.0;0.0;0.0;0.0;0.0
50913;1094.0;0.0;0.0;-9.4;14060.0;23.0;0.0;78.72;31.5;78.78;0.0;0.0;0.0;0.0;0.0
51871;1069.0;0.0;0.0;-2.3;13330.0;37.0;0.0;78.72;-10.0;242.74;0.0;0.0;0.0;0.0;0.0
52797;1530.0;0.0;0.0;0.8;14940.0;99.0;0.0;158.53;5.0;327.67;0.0;0.0;0.0;0.0;0.0
53763;1771.0;3.1;0.0;0.8;20500.0;138.0;24.3;188.13;2.0;327.67;0.0;0.0;0.0;0.0;1.68E-6
54689;2737.0;3.1;0.0;0.8;23010.0;163.0;24.7;182.53;-1.5;327.67;0.0;0.0;0.0;0.0;1.68E-6
55649;2205.0;2.3;0.0;0.8;22980.0;206.0;22.4;213.66;-3.5;327.67;0.0;0.0;0.0;0.0;7.04E-6
56580;2480.0;3.1;0.0;0.8;22940.0;221.0;18.4;221.06;-5.5;327.67;0.0;0.0;0.0;0.0;7.04E-6
57511;2746.0;3.1;0.0;0.8;22970.0;220.0;16.1;221.66;-4.0;327.67;0.0;0.0;0.0;0.0;7.04E-6
58441;3022.0;3.9;0.0;0.8;23040.0;219.0;15.3;186.03;0.5;327.67;0.0;0.0;0.0;0.0;1.022E-5
59371;3250.0;2.3;0.0;0.8;22880.0;158.0;22.7;157.72;-12.0;327.67;0.0;0.0;0.0;0.0;1.022E-5
60302;2387.0;0.8;0.0;0.8;22890.0;142.0;23.9;121.34;6.5;327.67;0.0;0.0;0.0;0.0;7.28E-6
61231;1857.0;-2.3;0.0;0.8;22980.0;165.0;20.8;186.84;-3.5;327.67;0.0;0.0;0.0;0.0;7.28E-6
62160;1739.0;0.0;0.0;0.8;22920.0;178.0;22.4;161.5;-6.0;327.67;0.0;0.0;0.0;0.0;7.28E-6
63092;1769.0;0.8;0.0;0.8;22190.0;94.0;8.2;89.78;13.0;327.67;0.0;0.0;0.0;0.0;4.44E-6
64020;1789.0;-3.9;0.0;0.8;18930.0;87.0;3.5;89.97;14.5;327.67;0.0;0.0;0.0;0.0;4.44E-6
64950;1784.0;-1.6;0.0;0.8;18490.0;72.0;0.0;78.75;16.0;262.24;0.0;0.0;0.0;0.0;4.44E-6
65881;1792.0;-7.8;0.0;0.8;15000.0;63.0;0.0;78.75;23.0;170.47;0.0;0.0;0.0;0.0;1.58E-6
66812;1735.0;-10.2;0.0;0.0;11660.0;20.0;4.7;78.75;26.5;92.2;0.0;0.0;0.0;0.0;1.58E-6
67771;1779.0;-18.0;0.0;0.8;11430.0;69.0;0.0;84.69;13.5;327.67;0.0;0.0;0.0;0.0;7.0E-7
68700;1716.0;-6.3;0.0;0.8;14200.0;65.0;0.0;78.75;15.5;311.31;0.0;0.0;0.0;0.0;7.0E-7
69634;1757.0;-2.3;0.0;0.8;19470.0;94.0;0.0;94.91;10.5;327.67;0.0;0.0;0.0;0.0;7.0E-7
70587;1747.0;-0.8;0.0;0.8;19960.0;103.0;0.0;123.69;4.5;327.67;0.0;0.0;0.0;0.0;1.68E-6
71523;1774.0;0.8;0.0;0.8;22500.0;138.0;23.5;158.34;1.0;327.67;0.0;0.0;0.0;0.0;1.68E-6
72449;1809.0;0.0;0.0;0.8;23040.0;169.0;0.0;202.25;-3.0;327.67;0.0;0.0;0.0;0.0;3.96E-6
73381;1850.0;0.0;0.0;0.8;22980.0;203.0;5.1;206.22;-4.5;327.67;0.0;0.0;0.0;0.0;3.96E-6
74311;1888.0;0.0;0.0;0.8;23000.0;203.0;23.1;189.53;-3.0;327.67;0.0;0.0;0.0;0.0;3.96E-6
75241;1923.0;0.0;0.0;0.8;22930.0;183.0;23.1;173.44;-2.5;327.67;0.0;0.0;0.0;0.0;6.06E-6
76170;1952.0;0.0;0.0;0.8;22910.0;156.0;23.1;163.75;-1.0;327.67;0.0;0.0;0.0;0.0;6.06E-6
77099;1988.0;0.0;0.0;0.8;22880.0;154.0;23.1;148.66;1.0;327.67;0.0;0.0;0.0;0.0;5.0E-6
78061;2010.0;0.0;0.0;0.8;21770.0;108.0;0.0;109.06;9.0;327.67;0.0;0.0;0.0;0.0;5.0E-6
78991;2026.0;-3.9;0.0;0.8;20100.0;106.0;0.0;108.34;9.0;327.67;0.0;0.0;0.0;0.0;5.0E-6
79920;2017.0;-6.3;0.0;0.8;17540.0;65.0;0.0;78.69;19.0;252.83;0.0;0.0;0.0;0.0;2.6E-6
80850;1570.0;-7.8;0.0;0.8;14820.0;68.0;3.5;78.69;17.5;257.39;0.0;0.0;0.0;0.0;2.6E-6
81779;1496.0;-8.6;0.0;-3.1;13150.0;19.0;0.0;78.69;-8.0;122.93;0.0;0.0;0.0;0.0;2.6E-6
82742;1479.0;-10.9;0.0;0.8;11950.0;64.0;0.0;78.69;16.5;271.42;0.0;0.0;0.0;0.0;7.2E-7
83669;1469.0;-7.8;0.0;-2.3;13320.0;23.0;0.0;78.69;3.5;106.25;0.0;0.0;0.0;0.0;7.2E-7
84630;1462.0;-10.9;0.0;0.8;11930.0;66.0;0.0;92.72;-1.0;327.67;0.0;0.0;0.0;0.0;7.0E-7
85561;1453.0;-4.7;0.0;0.8;16620.0;88.0;0.0;90.53;12.0;327.67;0.0;0.0;0.0;0.0;7.0E-7
86489;1438.0;-7.0;0.0;0.8;16340.0;79.0;0.0;80.09;15.0;286.51;0.0;0.0;0.0;0.0;7.0E-7
87451;1443.0;-6.3;0.0;0.8;15730.0;75.0;0.0;78.69;15.5;285.49;0.0;0.0;0.0;0.0;1.2E-6
88380;1434.0;-7.0;0.0;0.8;16450.0;82.0;0.0;83.34;14.0;327.67;0.0;0.0;0.0;0.0;1.2E-6
89313;1433.0;-6.3;0.0;0.8;16990.0;82.0;0.0;85.22;14.0;325.26;0.0;0.0;0.0;0.0;1.06E-6
90240;1418.0;-7.0;0.0;0.8;15650.0;38.0;0.0;78.69;1.5;78.76;0.0;0.0;0.0;0.0;1.06E-6
91170;1345.0;0.0;0.0;-4.7;14070.0;19.0;0.0;78.69;33.5;76.68;0.0;0.0;0.0;0.0;1.06E-6
92131;1361.0;0.0;0.0;-5.5;14170.0;21.0;0.0;78.69;32.0;74.03;0.0;0.0;0.0;0.0;3.2E-7
93058;1345.0;0.0;0.0;-6.3;14260.0;22.0;0.0;78.69;32.0;73.76;0.0;0.0;0.0;0.0;3.2E-7
93989;1330.0;0.0;0.0;-6.3;14320.0;22.0;0.0;78.69;32.5;74.67;0.0;0.0;0.0;0.0;0.0
94923;1310.0;0.0;0.0;-6.3;14370.0;21.0;0.0;78.63;31.5;75.47;0.0;0.0;0.0;0.0;0.0
95856;1297.0;0.0;0.0;-6.3;14420.0;22.0;0.0;78.66;-7.0;136.85;0.0;0.0;0.0;0.0;0.0
96811;1306.0;0.0;0.0;-3.9;12120.0;20.0;0.0;78.69;-4.0;86.77;0.0;0.0;0.0;0.0;1.8E-7
97772;1242.0;0.0;0.0;-7.0;10630.0;21.0;0.0;78.69;32.0;78.21;0.0;0.0;0.0;0.0;1.8E-7
98760;1202.0;0.0;0.0;-8.6;10730.0;22.0;0.0;78.69;32.0;75.98;0.0;0.0;0.0;0.0;4.0E-8
99723;1150.0;0.0;0.0;-8.6;10800.0;22.0;0.0;78.69;32.5;75.41;0.0;0.0;0.0;0.0;4.0E-8
100649;1081.0;0.0;0.0;-11.7;10860.0;23.0;0.0;78.66;32.0;74.41;0.0;0.0;0.0;0.0;4.0E-8
101612;1002.0;0.0;0.0;-19.5;10890.0;23.0;0.0;78.59;32.0;77.45;0.0;0.0;0.0;0.0;0.0
102538;891.0;0.0;0.0;-13.3;10550.0;20.0;0.0;78.63;26.0;102.29;0.0;0.0;0.0;0.0;0.0
103469;862.0;0.0;0.0;-9.4;8850.0;24.0;0.0;78.66;9.5;94.04;0.0;0.0;0.0;0.0;1.6E-7
104429;984.0;-6.3;0.0;-10.2;7000.0;22.0;0.0;78.63;32.0;79.12;0.0;0.0;0.0;0.0;1.6E-7
105391;1354.0;0.0;0.0;-6.3;6870.0;22.0;0.0;78.59;9.5;84.14;0.0;0.0;0.0;0.0;1.6E-7
106320;1317.0;0.0;0.0;-4.7;5330.0;18.0;0.0;78.59;-18.0;78.95;0.0;0.0;0.0;0.0;1.4E-7
107252;1242.0;0.0;0.0;-7.8;4960.0;22.0;0.0;78.59;30.5;74.27;0.0;0.0;0.0;0.0;1.4E-7
108212;921.0;0.0;0.0;-9.4;5400.0;27.0;0.0;78.59;3.5;107.73;0.0;0.0;0.0;0.0;1.4E-7
109140;916.0;0.0;0.0;-10.9;5480.0;77.0;0.0;78.59;-6.0;210.32;0.0;0.0;0.0;0.0;1.0E-7
110101;1534.0;-2.3;0.0;0.8;9940.0;69.0;0.0;78.59;12.5;300.71;0.0;0.0;0.0;0.0;1.0E-7
111061;1717.0;-1.6;0.0;0.8;15300.0;81.0;0.0;85.75;14.0;327.67;0.0;0.0;0.0;0.0;1.18E-6
112050;1875.0;-0.8;0.0;0.8;18890.0;95.0;0.0;103.69;11.0;327.67;0.0;0.0;0.0;0.0;1.18E-6
113009;2095.0;0.8;0.0;0.8;19390.0;90.0;0.0;92.97;13.5;327.67;0.0;0.0;0.0;0.0;1.18E-6
114002;1794.0;0.0;0.0;0.8;20090.0;102.0;20.0;105.16;5.0;327.67;0.0;0.0;0.0;0.0;2.38E-6
114961;1702.0;2.3;0.0;0.8;19690.0;95.0;0.0;98.16;9.0;327.67;0.0;0.0;0.0;0.0;2.38E-6
115893;1826.0;0.8;0.0;0.8;19830.0;91.0;0.0;90.66;13.5;327.67;0.0;0.0;0.0;0.0;2.42E-6
116879;1912.0;-3.1;0.0;0.8;18560.0;73.0;0.0;78.66;5.5;119.92;0.0;0.0;0.0;0.0;2.42E-6
117843;1613.0;-17.2;0.0;-3.9;15330.0;19.0;0.0;78.63;-10.0;96.52;0.0;0.0;0.0;0.0;2.42E-6
118802;1320.0;0.0;0.0;0.8;13120.0;73.0;0.0;88.47;12.5;327.67;0.0;0.0;0.0;0.0;9.4E-7
119732;1326.0;-1.6;0.0;0.8;17170.0;86.0;3.1;89.94;11.5;327.67;0.0;0.0;0.0;0.0;9.4E-7
120660;1355.0;-3.9;0.0;0.8;17610.0;87.0;0.0;90.41;12.0;327.67;0.0;0.0;0.0;0.0;1.16E-6
121590;1374.0;-5.5;0.0;0.8;17390.0;86.0;0.0;93.16;9.5;327.67;0.0;0.0;0.0;0.0;1.16E-6
122519;1391.0;-5.5;0.0;0.8;18820.0;92.0;0.0;95.13;9.0;327.67;0.0;0.0;0.0;0.0;1.16E-6
123451;1411.0;-5.5;0.0;0.8;19070.0;94.0;0.0;97.88;7.5;327.67;0.0;0.0;0.0;0.0;1.34E-6
124380;1438.0;-0.8;0.0;0.8;19810.0;99.0;0.0;101.81;2.5;327.67;0.0;0.0;0.0;0.0;1.34E-6
125401;1425.0;-1.6;0.0;0.8;19770.0;98.0;0.0;101.06;3.5;327.67;0.0;0.0;0.0;0.0;1.9E-6
126360;1417.0;-5.5;0.0;0.8;19830.0;99.0;0.0;101.0;3.5;327.67;0.0;0.0;0.0;0.0;1.9E-6
127291;1426.0;-4.7;0.0;0.8;19030.0;92.0;0.0;93.06;10.0;327.67;0.0;0.0;0.0;0.0;1.9E-6
128250;1439.0;-7.8;0.0;0.8;18760.0;89.0;0.0;91.78;12.5;327.67;0.0;0.0;0.0;0.0;1.7E-6
129179;1446.0;-4.7;0.0;0.8;17430.0;83.0;0.0;85.84;13.5;327.27;0.0;0.0;0.0;0.0;1.7E-6
130112;1434.0;-7.0;0.0;0.8;15590.0;63.0;0.0;78.69;21.0;187.23;0.0;0.0;0.0;0.0;1.1E-6
131042;1434.0;-10.2;0.0;0.8;13130.0;65.0;0.0;78.69;18.5;238.53;0.0;0.0;0.0;0.0;1.1E-6
131969;1429.0;-7.8;0.0;0.8;13090.0;59.0;0.0;78.69;10.0;128.69;0.0;0.0;0.0;0.0;1.1E-6
132903;1410.0;-11.7;0.0;0.8;12110.0;69.0;0.0;78.66;16.0;291.81;0.0;0.0;0.0;0.0;7.0E-7
133861;1401.0;-7.0;0.0;0.8;16510.0;84.0;0.0;89.22;12.5;327.67;0.0;0.0;0.0;0.0;7.0E-7
134821;1381.0;-6.3;0.0;0.8;16480.0;79.0;0.0;78.63;15.5;290.33;0.0;0.0;0.0;0.0;1.06E-6
135751;1396.0;-7.0;0.0;0.8;16240.0;78.0;0.0;81.59;15.0;302.7;0.0;0.0;0.0;0.0;1.06E-6
136685;1406.0;-7.0;0.0;0.8;17220.0;85.0;0.0;89.09;12.5;327.67;0.0;0.0;0.0;0.0;1.06E-6
137611;1443.0;-4.7;0.0;0.8;18880.0;90.0;0.0;92.16;11.0;327.67;0.0;0.0;0.0;0.0;1.18E-6
138541;1438.0;-4.7;0.0;0.8;18150.0;88.0;0.0;91.38;11.0;327.67;0.0;0.0;0.0;0.0;1.18E-6
139500;1466.0;-3.9;0.0;0.8;18190.0;87.0;0.0;90.06;12.5;327.67;0.0;0.0;0.0;0.0;1.36E-6
140432;1489.0;-3.9;0.0;0.8;18060.0;87.0;0.0;90.0;12.5;327.67;0.0;0.0;0.0;0.0;1.36E-6
141421;1512.0;-0.8;0.0;0.8;19660.0;96.0;12.2;97.25;8.0;327.67;0.0;0.0;0.0;0.0;1.36E-6
142356;1530.0;0.8;0.0;0.8;18590.0;60.0;3.9;78.59;21.5;197.98;0.0;0.0;0.0;0.0;1.58E-6
143339;1527.0;-7.0;0.0;0.0;15810.0;60.0;3.9;78.59;20.0;217.84;0.0;0.0;0.0;0.0;1.58E-6
144269;1502.0;-8.6;0.0;0.0;12570.0;41.0;0.0;78.59;4.5;90.33;0.0;0.0;0.0;0.0;6.2E-7
145231;1460.0;-14.8;0.0;-4.7;10010.0;18.0;0.0;78.59;-16.0;78.57;0.0;0.0;0.0;0.0;6.2E-7
146160;1406.0;0.0;0.0;-4.7;9180.0;22.0;0.0;78.59;33.0;75.94;0.0;0.0;0.0;0.0;6.2E-7
147155;1324.0;0.0;0.0;-5.5;9320.0;21.0;0.0;78.59;-11.0;159.34;0.0;0.0;0.0;0.0;8.0E-8
148115;1352.0;0.0;0.0;0.8;10310.0;90.0;0.0;94.72;-1.5;327.67;0.0;0.0;0.0;0.0;8.0E-8
149071;1355.0;-0.8;0.0;0.8;14600.0;96.0;10.6;98.28;7.0;327.67;0.0;0.0;0.0;0.0;1.34E-6
150005;1396.0;-2.3;0.0;0.8;18680.0;90.0;3.9;93.16;9.5;327.67;0.0;0.0;0.0;0.0;1.34E-6
150933;1441.0;-5.5;0.0;0.8;18230.0;88.0;3.5;89.22;12.5;327.67;0.0;0.0;0.0;0.0;1.34E-6
151860;1482.0;-4.7;0.0;0.8;17740.0;85.0;3.5;88.41;13.0;327.67;0.0;0.0;0.0;0.0;1.36E-6
152850;1577.0;-0.8;0.0;0.8;20090.0;98.0;17.3;99.84;5.5;327.67;0.0;0.0;0.0;0.0;1.36E-6
153780;1584.0;0.0;0.0;0.8;19900.0;97.0;18.0;99.13;7.0;327.67;0.0;0.0;0.0;0.0;1.36E-6
154741;1636.0;0.0;0.0;0.8;19660.0;94.0;16.9;97.25;8.5;327.67;0.0;0.0;0.0;0.0;2.04E-6
155674;1695.0;0.0;0.0;0.8;19650.0;94.0;0.0;93.63;11.5;327.67;0.0;0.0;0.0;0.0;2.04E-6
156599;1719.0;-2.3;0.0;0.8;18260.0;75.0;0.0;78.63;18.0;226.3;0.0;0.0;0.0;0.0;1.84E-6
157562;1702.0;-7.0;0.0;0.8;15050.0;56.0;0.0;78.59;9.5;123.52;0.0;0.0;0.0;0.0;1.84E-6
158491;1638.0;-14.8;0.0;-1.6;11700.0;18.0;0.0;78.59;-14.5;78.95;0.0;0.0;0.0;0.0;1.84E-6
159421;1518.0;0.0;0.0;-3.1;11340.0;22.0;0.0;78.59;32.5;79.01;0.0;0.0;0.0;0.0;4.4E-7
160382;1343.0;0.0;0.0;-6.3;11470.0;22.0;0.0;78.59;33.0;80.54;0.0;0.0;0.0;0.0;4.4E-7
161312;1172.0;0.0;0.0;-9.4;11570.0;22.0;0.0;78.59;-4.0;128.19;0.0;0.0;0.0;0.0;4.0E-8
162243;1187.0;0.0;0.0;0.8;10030.0;69.0;0.0;79.41;11.0;327.67;0.0;0.0;0.0;0.0;4.0E-8
163173;1199.0;-1.6;0.0;0.8;13880.0;92.0;4.7;96.59;6.5;327.67;0.0;0.0;0.0;0.0;4.0E-8
164098;1210.0;0.0;0.0;0.8;17520.0;98.0;10.6;101.0;3.5;327.67;0.0;0.0;0.0;0.0;1.22E-6
165031;1253.0;-0.8;0.0;0.8;19730.0;104.0;12.2;113.0;0.5;327.67;0.0;0.0;0.0;0.0;1.22E-6
165990;1313.0;-2.3;0.0;0.8;20640.0;118.0;13.3;120.72;0.5;327.67;0.0;0.0;0.0;0.0;1.9E-6
166920;1361.0;-3.9;0.0;0.8;19750.0;104.0;12.9;112.06;3.0;327.67;0.0;0.0;0.0;0.0;1.9E-6
167888;1409.0;-3.1;0.0;0.8;19970.0;102.0;13.3;105.69;2.0;327.67;0.0;0.0;0.0;0.0;1.9E-6
168808;1460.0;-3.1;0.0;0.8;20100.0;102.0;10.2;91.94;12.0;327.67;0.0;0.0;0.0;0.0;2.04E-6
169740;1518.0;-7.0;0.0;0.8;17300.0;68.0;3.5;78.59;19.0;202.22;0.0;0.0;0.0;0.0;2.04E-6
170670;1462.0;-11.7;0.0;-5.5;14620.0;19.0;0.0;78.59;-9.0;81.66;0.0;0.0;0.0;0.0;7.0E-7
171603;1440.0;0.0;0.0;-4.7;12970.0;21.0;0.0;78.59;33.5;76.34;0.0;0.0;0.0;0.0;7.0E-7
172563;1356.0;0.0;0.0;-3.9;12550.0;20.0;0.0;78.59;-7.0;182.93;0.0;0.0;0.0;0.0;7.0E-7
173490;1375.0;0.0;0.0;0.8;13260.0;92.0;0.0;97.22;8.0;327.67;0.0;0.0;0.0;0.0;5.0E-7
174421;1407.0;0.0;0.0;0.8;17510.0;98.0;12.9;102.69;2.5;327.67;0.0;0.0;0.0;0.0;5.0E-7
175380;1457.0;-1.6;0.0;0.8;21450.0;115.0;14.5;138.09;3.5;327.67;0.0;0.0;0.0;0.0;5.0E-7
176310;1541.0;0.0;0.0;0.8;22990.0;136.0;18.0;137.28;0.5;327.67;0.0;0.0;0.0;0.0;2.28E-6
177239;1617.0;0.8;0.0;0.8;22840.0;137.0;21.2;136.31;1.0;327.67;0.0;0.0;0.0;0.0;2.28E-6
178200;1671.0;0.0;0.0;0.8;21050.0;97.0;21.6;101.53;7.0;327.67;0.0;0.0;0.0;0.0;3.22E-6
179133;1758.0;0.0;0.0;0.8;19590.0;94.0;19.2;97.81;9.5;327.67;0.0;0.0;0.0;0.0;3.22E-6
180059;1799.0;-2.3;0.0;0.8;19400.0;91.0;6.3;94.06;12.0;327.67;0.0;0.0;0.0;0.0;3.22E-6
181023;1842.0;-2.3;0.0;0.8;19320.0;90.0;4.7;91.25;13.0;327.67;0.0;0.0;0.0;0.0;2.18E-6
181979;1867.0;-2.3;0.0;0.8;18790.0;85.0;0.0;88.19;17.0;327.67;0.0;0.0;0.0;0.0;2.18E-6
182910;1889.0;-3.9;0.0;0.8;17530.0;78.0;0.0;81.75;15.5;327.67;0.0;0.0;0.0;0.0;1.82E-6
183838;1892.0;-4.7;0.0;0.8;15750.0;68.0;0.0;78.59;17.5;276.76;0.0;0.0;0.0;0.0;1.82E-6
184798;1906.0;-5.5;0.0;0.8;16110.0;69.0;0.0;78.63;17.0;277.61;0.0;0.0;0.0;0.0;1.82E-6
185733;1914.0;-6.3;0.0;0.8;15630.0;68.0;3.9;78.59;18.5;250.01;0.0;0.0;0.0;0.0;1.28E-6
186661;1936.0;-6.3;0.0;0.8;15680.0;58.0;0.0;78.59;21.5;207.22;0.0;0.0;0.0;0.0;1.28E-6
187625;1903.0;-7.0;0.0;0.8;11930.0;56.0;4.3;78.59;21.5;211.38;0.0;0.0;0.0;0.0;1.04E-6
